timestamp [isoformat],time [s],det power [dBm],temperature [C]
2023-02-11T12:58:12,3.2024242877960205,5.5544785999999995,22.598
2023-02-11T12:58:22,13.763592720031738,5.5385646,22.861
2023-02-11T12:58:33,24.313356399536133,5.5119656,23.037
2023-02-11T12:58:43,34.87700653076172,5.490866200000001,23.037
2023-02-11T12:58:54,45.41636633872986,5.4733132,23.096
2023-02-11T12:59:05,55.97372245788574,5.4598066,23.301
2023-02-11T12:59:15,66.52887225151062,5.4482126,23.418
2023-02-11T12:59:26,77.07458996772766,5.4394922,23.652
2023-02-11T12:59:36,87.62874388694763,5.434141,23.799
2023-02-11T12:59:47,98.17418265342712,5.427069,23.916
2023-02-11T12:59:57,108.73912620544434,5.421505,24.033
2023-02-11T13:00:08,119.29238748550415,5.4162048,24.18
2023-02-11T13:00:18,129.83608269691467,5.410362599999999,24.268
2023-02-11T13:00:29,140.37738823890686,5.4072926,24.502
2023-02-11T13:00:40,150.93678665161133,5.4031116,24.443
2023-02-11T13:00:50,161.4928014278412,5.3986694,25.0
2023-02-11T13:01:01,172.0587649345398,5.397677399999999,24.736
2023-02-11T13:01:11,182.59197902679443,5.3946982,25.146
2023-02-11T13:01:22,193.1431360244751,5.3931836,24.766
2023-02-11T13:01:32,203.7018437385559,5.387348,24.941
2023-02-11T13:01:43,214.25972700119019,5.3890428,25.908
2023-02-11T13:01:53,224.81852269172668,5.3859878000000005,25.557
2023-02-11T13:02:04,235.37001585960388,5.3844258,25.381
2023-02-11T13:02:15,245.9430956840515,5.382573200000001,25.527
2023-02-11T13:02:25,256.4868223667145,5.3807624,25.527
2023-02-11T13:02:36,267.05349135398865,5.3809162,25.938
2023-02-11T13:02:46,277.60472416877747,5.3770094,25.762
2023-02-11T13:02:57,288.1408338546753,5.3754802,26.348
2023-02-11T13:03:07,298.69381833076477,5.3737416,26.436
2023-02-11T13:03:18,309.2385427951813,5.3737306,26.406
2023-02-11T13:03:28,319.7985439300537,5.3712414,26.406
2023-02-11T13:03:39,330.33597445487976,5.370972,26.494
2023-02-11T13:03:49,340.8908221721649,5.3689492,26.934
2023-02-11T13:04:00,351.43396186828613,5.367705599999999,26.992
2023-02-11T13:04:11,362.00256276130676,5.3639752000000005,27.109
2023-02-11T13:04:21,372.5593168735504,5.3648994000000005,27.109
2023-02-11T13:04:32,383.1173872947693,5.3635252,26.67
2023-02-11T13:04:42,393.6617214679718,5.3618718,27.08
2023-02-11T13:04:53,404.22143030166626,5.3615414,26.934
2023-02-11T13:05:03,414.8048062324524,5.360055,27.49
2023-02-11T13:05:14,425.38228726387024,5.3601742,27.109
2023-02-11T13:05:25,435.9477205276489,5.3567906,27.08
2023-02-11T13:05:35,446.51158475875854,5.357179599999999,27.725
2023-02-11T13:05:46,457.08113718032837,5.357855200000001,27.842
2023-02-11T13:05:56,467.62802720069885,5.356606599999999,27.695
2023-02-11T13:06:07,478.19333481788635,5.3552498,27.695
2023-02-11T13:06:17,488.7454876899719,5.3534822,27.637
2023-02-11T13:06:28,499.3112277984619,5.353750000000001,27.783
2023-02-11T13:06:38,509.8667457103729,5.3520259999999995,27.813
2023-02-11T13:06:49,520.4289300441742,5.351972999999999,27.959
2023-02-11T13:07:00,530.9777150154114,5.3500043999999995,28.018
2023-02-11T13:07:10,541.5174324512482,5.348689,28.193
2023-02-11T13:07:21,552.0907690525055,5.349461600000001,28.398
2023-02-11T13:07:31,562.6688067913055,5.3474024,28.076
2023-02-11T13:07:42,573.2360949516296,5.346955599999999,28.047
2023-02-11T13:07:52,583.7988560199738,5.346328,28.281
2023-02-11T13:08:03,594.3781495094299,5.3447464,28.252
2023-02-11T13:08:14,604.9447751045227,5.3427834,28.369
2023-02-11T13:08:24,615.5186727046967,5.342948600000001,28.281
2023-02-11T13:08:35,626.062314748764,5.343486,28.457
2023-02-11T13:08:45,636.6233477592468,5.3418502000000005,28.516
2023-02-11T13:08:56,647.1814994812012,5.342606999999999,28.545
2023-02-11T13:09:06,657.7364389896393,5.3414246,28.545
2023-02-11T13:09:17,668.2890403270721,5.342006799999999,28.633
2023-02-11T13:09:27,678.833637714386,5.341278600000001,28.721
2023-02-11T13:09:38,689.3816013336182,5.3401106,28.867
2023-02-11T13:09:49,699.9555313587189,5.340619200000001,28.75
2023-02-11T13:09:59,710.5131323337555,5.339996,28.75
2023-02-11T13:10:10,721.0677425861359,5.340652,28.867
2023-02-11T13:10:20,731.625349521637,5.3384162,29.043
2023-02-11T13:10:31,742.1840229034424,5.3376334,28.926
2023-02-11T13:10:41,752.7328450679779,5.3401014,28.926
2023-02-11T13:10:52,763.2964208126068,5.3374002,29.248
2023-02-11T13:11:02,773.8629622459412,5.336966800000001,29.16
