timestamp [isoformat],time [s],det power [dBm],temperature [C]
2023-02-13T12:38:41,3.0414822101593018,4.0203544,33.174
2023-02-13T12:38:52,13.629620790481567,3.9647464,35.605
2023-02-13T12:39:03,24.21520757675171,3.9374212,36.484
2023-02-13T12:39:13,34.78080415725708,3.9167384,36.777
2023-02-13T12:39:24,45.323909521102905,3.9046434,36.777
2023-02-13T12:39:34,55.884331703186035,3.8941595999999996,36.807
2023-02-13T12:39:45,66.46391654014587,3.8881802,36.895
2023-02-13T12:39:55,77.04704427719116,3.8808778000000004,37.334
2023-02-13T12:40:06,87.62677145004272,3.8787668,37.07
2023-02-13T12:40:17,98.19421553611755,3.8741624000000003,37.393
2023-02-13T12:40:27,108.74143552780151,3.8742444,36.748
2023-02-13T12:40:38,119.31475567817688,3.8721173999999996,36.982
2023-02-13T12:40:48,129.905832529068,3.8703811999999997,37.129
2023-02-13T12:40:59,140.47549700737,3.8696292,37.041
2023-02-13T12:41:09,151.0447278022766,3.8706920000000005,37.129
2023-02-13T12:41:20,161.61926007270813,3.8692141999999996,37.246
2023-02-13T12:41:31,172.16941714286804,3.8693294000000003,37.158
2023-02-13T12:41:41,182.74818396568298,3.8698059999999996,36.924
2023-02-13T12:41:52,193.33292245864868,3.8679257999999996,36.924
2023-02-13T12:42:02,203.91473364830017,3.8680002,37.246
2023-02-13T12:42:13,214.52043557167053,3.8686907999999995,37.48
2023-02-13T12:42:24,225.09404492378235,3.8691038,37.246
2023-02-13T12:42:34,235.6573450565338,3.8709325999999997,37.158
2023-02-13T12:42:45,246.2506172657013,3.8694788000000004,37.48
2023-02-13T12:42:55,256.80513620376587,3.8711438,37.451
2023-02-13T12:43:06,267.38513374328613,3.8709648000000003,37.51
2023-02-13T12:43:16,277.95875453948975,3.8730358000000003,37.422
2023-02-13T12:43:27,288.5437858104706,3.8720156,37.48
2023-02-13T12:43:38,299.12436079978943,3.8732306000000003,37.48
2023-02-13T12:43:48,309.7021379470825,3.8746099999999997,37.451
2023-02-13T12:43:59,320.2771577835083,3.8749032,37.715
2023-02-13T12:44:09,330.85296392440796,3.8765735999999995,37.744
2023-02-13T12:44:20,341.44267535209656,3.8747361999999996,37.598
2023-02-13T12:44:30,352.02603578567505,3.8759,37.803
2023-02-13T12:44:41,362.60866713523865,3.8754359999999997,37.568
2023-02-13T12:44:52,373.19794058799744,3.875879,37.686
2023-02-13T12:45:02,383.770626783371,3.8772180000000005,37.656
2023-02-13T12:45:13,394.3632912635803,3.8780384,37.627
2023-02-13T12:45:23,404.9382655620575,3.8793982,38.184
2023-02-13T12:45:34,415.5084946155548,3.8779876,37.627
2023-02-13T12:45:44,426.0796630382538,3.8791082,37.422
2023-02-13T12:45:55,436.64538049697876,3.88129,37.627
2023-02-13T12:46:06,447.22001242637634,3.8807525999999997,37.744
2023-02-13T12:46:16,457.7947144508362,3.8827772000000005,37.686
2023-02-13T12:46:27,468.391401052475,3.8834665999999998,37.686
2023-02-13T12:46:37,478.9696755409241,3.8843658,37.891
2023-02-13T12:46:48,489.5228977203369,3.8841817999999995,37.568
2023-02-13T12:46:59,500.1081545352936,3.885365,37.773
2023-02-13T12:47:09,510.69740891456604,3.883124,37.598
2023-02-13T12:47:20,521.2885823249817,3.8866842000000004,37.686
2023-02-13T12:47:30,531.8925852775574,3.886828199999999,38.037
2023-02-13T12:47:41,542.4796710014343,3.8889015999999996,37.979
2023-02-13T12:47:51,553.040628194809,3.8891188,38.037
2023-02-13T12:48:02,563.6017942428589,3.8906137999999997,38.008
2023-02-13T12:48:13,574.1322135925293,3.8915005999999996,37.568
2023-02-13T12:48:23,584.6686770915985,3.8910080000000002,37.598
2023-02-13T12:48:34,595.2176821231842,3.8903506,37.92
2023-02-13T12:48:44,605.7934682369232,3.8924516,38.096
2023-02-13T12:48:55,616.3604662418365,3.8957727999999996,38.096
2023-02-13T12:49:05,626.9265542030334,3.893943,37.803
2023-02-13T12:49:16,637.5138897895813,3.8933644000000003,38.213
2023-02-13T12:49:26,648.0710983276367,3.8959318000000005,38.213
2023-02-13T12:49:37,658.634934425354,3.8952821999999996,38.389
2023-02-13T12:49:48,669.2013998031616,3.8968852,37.92
2023-02-13T12:49:58,679.7551848888397,3.8986756,37.949
2023-02-13T12:50:09,690.326372385025,3.8962682,38.096
2023-02-13T12:50:19,700.8849055767059,3.8980854000000003,38.184
2023-02-13T12:50:30,711.4283976554871,3.8994246000000006,38.389
2023-02-13T12:50:40,721.9976449012756,3.9007891999999997,38.096
2023-02-13T12:50:51,732.5616471767426,3.9017801999999997,38.359
2023-02-13T12:51:02,743.1368794441223,3.9021782000000003,38.301
2023-02-13T12:51:12,753.6806962490082,3.9037368,38.154
2023-02-13T12:51:23,764.2438089847565,3.9043817999999995,38.271
2023-02-13T12:51:33,774.80668592453,3.9061596,38.271
2023-02-13T12:51:44,785.3641231060028,3.90544,37.773
2023-02-13T12:51:54,795.9121265411377,3.9055528,37.949
2023-02-13T12:52:05,806.4803009033203,3.9066476000000003,37.92
2023-02-13T12:52:15,817.0374133586884,3.9073152,38.096
2023-02-13T12:52:26,827.5966112613678,3.9080661999999995,37.949
2023-02-13T12:52:37,838.1806511878967,3.9105130000000003,37.803
2023-02-13T12:52:47,848.7415993213654,3.9096924,38.301
2023-02-13T12:52:58,859.3080122470856,3.9092174,37.861
2023-02-13T12:53:08,869.8836915493011,3.9110351999999997,37.803
2023-02-13T12:53:19,880.4334735870361,3.9109920000000002,37.979
2023-02-13T12:53:29,890.9990439414978,3.9108058,37.92
2023-02-13T12:53:40,901.5814743041992,3.9109578,37.949
2023-02-13T12:53:51,912.1656379699707,3.9137399999999998,38.066
2023-02-13T12:54:01,922.7483701705933,3.9145716,38.271
2023-02-13T12:54:12,933.3087258338928,3.915652,38.301
2023-02-13T12:54:22,943.891836643219,3.9188062,38.213
2023-02-13T12:54:33,954.4412260055542,3.9165363999999996,38.271
2023-02-13T12:54:43,965.0089318752289,3.9163122,38.359
2023-02-13T12:54:54,975.5659158229828,3.918141,38.037
2023-02-13T12:55:05,986.1136906147003,3.9177774,37.979
2023-02-13T12:55:15,996.7090783119202,3.9181868,38.096
2023-02-13T12:55:26,1007.2683568000793,3.9170683999999993,38.096
2023-02-13T12:55:36,1017.8213794231415,3.9204651999999998,38.389
2023-02-13T12:55:47,1028.3863236904144,3.9226204000000005,38.213
2023-02-13T12:55:57,1038.956059217453,3.9217548,38.33
2023-02-13T12:56:08,1049.519781112671,3.9223734,38.271
2023-02-13T12:56:18,1060.0780267715454,3.9245634000000003,38.33
2023-02-13T12:56:29,1070.6282691955566,3.9237698,38.535
2023-02-13T12:56:40,1081.1567566394806,3.9257686,38.477
2023-02-13T12:56:50,1091.7246549129486,3.9260424,38.682
2023-02-13T12:57:01,1102.2960934638977,3.9280364000000008,38.506
2023-02-13T12:57:11,1112.8458454608917,3.9260530000000005,38.271
2023-02-13T12:57:22,1123.3871986865997,3.9283102,38.652
2023-02-13T12:57:32,1133.9390184879303,3.9284176000000004,38.389
2023-02-13T12:57:43,1144.4844176769257,3.9278278,38.184
2023-02-13T12:57:53,1155.025117635727,3.9282670000000004,38.301
2023-02-13T12:58:04,1165.585688829422,3.9305445999999997,37.949
2023-02-13T12:58:15,1176.1849896907806,3.9307402000000002,38.623
2023-02-13T12:58:25,1186.749536037445,3.931581,38.154
2023-02-13T12:58:36,1197.3304634094238,3.9328361999999997,38.477
2023-02-13T12:58:46,1207.9178042411804,3.9343179999999998,38.037
2023-02-13T12:58:57,1218.4832763671875,3.9323730000000006,38.594
2023-02-13T12:59:07,1229.0837881565094,3.9349852,38.477
2023-02-13T12:59:18,1239.6431753635406,3.9350476,38.33
2023-02-13T12:59:29,1250.2077786922455,3.9366504,38.359
2023-02-13T12:59:39,1260.7833368778229,3.936779,38.418
2023-02-13T12:59:50,1271.3429522514343,3.9367392000000003,38.652
2023-02-13T13:00:00,1281.905527830124,3.9378264,38.184
2023-02-13T13:00:11,1292.4849841594696,3.9393678000000003,38.33
2023-02-13T13:00:21,1303.0406527519226,3.9392454,38.477
2023-02-13T13:00:32,1313.6156771183014,3.9418332,38.389
2023-02-13T13:00:43,1324.2013463974,3.9401177999999994,38.418
2023-02-13T13:00:53,1334.7923460006714,3.9429156,38.506
2023-02-13T13:01:04,1345.3552837371826,3.9413652,38.008
2023-02-13T13:01:14,1355.9293866157532,3.9420334000000006,38.506
2023-02-13T13:01:25,1366.510994195938,3.9429583999999998,38.477
2023-02-13T13:01:36,1377.1072974205017,3.9413165999999995,38.535
2023-02-13T13:01:46,1387.6862590312958,3.9448783999999995,38.477
2023-02-13T13:01:57,1398.2720918655396,3.9440636,38.213
2023-02-13T13:02:07,1408.8344824314117,3.9449172,38.594
2023-02-13T13:02:18,1419.4067432880402,3.9441165999999996,38.301
2023-02-13T13:02:28,1429.9801518917084,3.9443184000000002,38.535
2023-02-13T13:02:39,1440.5508983135223,3.946395,38.418
2023-02-13T13:02:50,1451.1343805789948,3.9457397999999997,38.301
2023-02-13T13:03:00,1461.685406923294,3.9464634,38.008
2023-02-13T13:03:11,1472.2802517414093,3.9485986000000004,38.33
2023-02-13T13:03:21,1482.8681237697601,3.9482495999999996,38.271
2023-02-13T13:03:32,1493.4486639499664,3.9494605999999997,38.447
2023-02-13T13:03:42,1504.0347044467926,3.9500906000000002,38.418
2023-02-13T13:03:53,1514.5950570106506,3.9495736,38.301
2023-02-13T13:04:04,1525.164694070816,3.952866,38.594
2023-02-13T13:04:14,1535.7370808124542,3.9535983999999997,38.33
2023-02-13T13:04:25,1546.3214735984802,3.9526836000000003,38.418
2023-02-13T13:04:35,1556.879715681076,3.9539886,38.477
2023-02-13T13:04:46,1567.4462943077087,3.9568502000000003,38.359
2023-02-13T13:04:56,1578.0261590480804,3.9553032000000004,38.477
2023-02-13T13:05:07,1588.6086235046387,3.9571309999999995,38.418
2023-02-13T13:05:18,1599.162509918213,3.9557257999999997,38.506
2023-02-13T13:05:28,1609.7198152542114,3.9566077999999996,38.301
2023-02-13T13:05:39,1620.2933523654938,3.9574382,38.477
2023-02-13T13:05:49,1630.868221282959,3.959722,38.242
2023-02-13T13:06:00,1641.4518234729767,3.9584296,38.271
2023-02-13T13:06:10,1652.0130445957184,3.9591230000000004,38.418
2023-02-13T13:06:21,1662.6004421710968,3.9616949999999997,38.477
2023-02-13T13:06:32,1673.1864380836487,3.9625458,38.418
2023-02-13T13:06:42,1683.7655365467072,3.9615207999999997,38.564
2023-02-13T13:06:53,1694.3505644798279,3.962536,38.359
2023-02-13T13:07:03,1704.9373126029968,3.9630625999999998,38.154
2023-02-13T13:07:14,1715.5029616355896,3.9635686,38.447
2023-02-13T13:07:24,1726.0797851085663,3.9634976,38.301
2023-02-13T13:07:35,1736.6662065982819,3.9628038000000005,38.418
2023-02-13T13:07:46,1747.252569437027,3.9630032,38.301
2023-02-13T13:07:56,1757.8429300785065,3.9660645999999993,38.477
