frequency [Hz],synthHD Pro power [dBm],det power [dBm]
10936000000.0,0.09999999999999787,2.142474
10936000000.0,0.7999999999999972,2.8813074
10936000000.0,1.4999999999999964,3.5930526
10936000000.0,2.1999999999999957,4.2864222
10936000000.0,2.8999999999999986,4.9658549999999995
10936000000.0,3.5999999999999943,5.7543376
10936000000.0,4.299999999999997,6.4927998
10936000000.0,5.0,7.1886688
11014000000.0,-30.0,-26.992776000000003
11014000000.0,-29.3,-26.543798000000002
11014000000.0,-28.6,-26.097964
11014000000.0,-27.9,-25.569955999999998
11014000000.0,-27.2,-25.021726
11014000000.0,-26.5,-24.495952
11014000000.0,-25.8,-23.984018000000003
11014000000.0,-25.1,-23.470847999999997
11014000000.0,-24.4,-22.926224
11014000000.0,-23.7,-22.20404
11014000000.0,-23.0,-21.508587999999996
11014000000.0,-22.3,-20.891748
11014000000.0,-21.6,-20.259521999999997
11014000000.0,-20.9,-19.680077999999998
11014000000.0,-20.200000000000003,-19.085041999999998
11014000000.0,-19.5,-18.45486
11014000000.0,-18.8,-17.743902
11014000000.0,-18.1,-16.983794
11014000000.0,-17.4,-16.227178000000002
11014000000.0,-16.700000000000003,-15.546997999999999
11014000000.0,-16.0,-14.842454
11014000000.0,-15.3,-14.13009
11014000000.0,-14.600000000000001,-13.388184
11014000000.0,-13.900000000000002,-12.634954000000002
11014000000.0,-13.200000000000003,-11.868478
11014000000.0,-12.5,-11.110748000000001
11014000000.0,-11.8,-10.347318
11014000000.0,-11.100000000000001,-9.5727844
11014000000.0,-10.400000000000002,-8.7962582
11014000000.0,-9.700000000000003,-8.013328
11014000000.0,-9.0,-7.2283394
11014000000.0,-8.3,-6.466859399999999
11014000000.0,-7.600000000000001,-5.7703446
11014000000.0,-6.900000000000002,-5.07661
11014000000.0,-6.200000000000003,-4.3822698
11014000000.0,-5.5,-3.6625976000000002
11014000000.0,-4.800000000000001,-2.9224562
11014000000.0,-4.100000000000001,-2.1844525999999997
11014000000.0,-3.400000000000002,-1.4483525999999998
11014000000.0,-2.700000000000003,-0.7227490599999999
11014000000.0,-2.0,-0.00077928984
11014000000.0,-1.3000000000000007,0.71530382
11014000000.0,-0.6000000000000014,1.48953
11014000000.0,0.09999999999999787,2.2529344
11014000000.0,0.7999999999999972,2.9928784
11014000000.0,1.4999999999999964,3.7106626
11014000000.0,2.1999999999999957,4.4055074
11014000000.0,2.8999999999999986,5.0813508
11014000000.0,3.5999999999999943,5.8746054
11014000000.0,4.299999999999997,6.616251800000001
11014000000.0,5.0,7.3141964
11092000000.0,-30.0,-27.140251999999997
11092000000.0,-29.3,-26.694864000000003
11092000000.0,-28.6,-26.247042
11092000000.0,-27.9,-25.71261
11092000000.0,-27.2,-25.154248000000003
11092000000.0,-26.5,-24.625572
11092000000.0,-25.8,-24.109692000000003
11092000000.0,-25.1,-23.590470000000003
11092000000.0,-24.4,-23.0389
11092000000.0,-23.7,-22.305600000000002
11092000000.0,-23.0,-21.604452
11092000000.0,-22.3,-20.979728
11092000000.0,-21.6,-20.336118
11092000000.0,-20.9,-19.753363999999998
11092000000.0,-20.200000000000003,-19.150019999999998
11092000000.0,-19.5,-18.516296
11092000000.0,-18.8,-17.799574
11092000000.0,-18.1,-17.034039999999997
11092000000.0,-17.4,-16.266002
11092000000.0,-16.700000000000003,-15.57632
11092000000.0,-16.0,-14.868879999999999
11092000000.0,-15.3,-14.147935999999998
11092000000.0,-14.600000000000001,-13.405054000000002
11092000000.0,-13.900000000000002,-12.643832
11092000000.0,-13.200000000000003,-11.873256000000001
11092000000.0,-12.5,-11.107648
11092000000.0,-11.8,-10.335362
11092000000.0,-11.100000000000001,-9.5506146
11092000000.0,-10.400000000000002,-8.7661236
11092000000.0,-9.700000000000003,-7.9758278
11092000000.0,-9.0,-7.177776400000001
11092000000.0,-8.3,-6.408147199999999
11092000000.0,-7.600000000000001,-5.7040078
11092000000.0,-6.900000000000002,-5.000002
11092000000.0,-6.200000000000003,-4.2953636
11092000000.0,-5.5,-3.5628915999999995
11092000000.0,-4.800000000000001,-2.817797
11092000000.0,-4.100000000000001,-2.0664141999999996
11092000000.0,-3.400000000000002,-1.3255332000000002
11092000000.0,-2.700000000000003,-0.588384
11092000000.0,-2.0,0.13544566
11092000000.0,-1.3000000000000007,0.85905538
11092000000.0,-0.6000000000000014,1.643983
11092000000.0,0.09999999999999787,2.4158666
11092000000.0,0.7999999999999972,3.1655074
11092000000.0,1.4999999999999964,3.8889872000000003
11092000000.0,2.1999999999999957,4.5843342
11092000000.0,2.8999999999999986,5.2640308000000005
11092000000.0,3.5999999999999943,6.0641782
11092000000.0,4.299999999999997,6.8135632
11092000000.0,5.0,7.512967400000001
11170000000.0,-30.0,-27.260014
11170000000.0,-29.3,-26.816004
11170000000.0,-28.6,-26.362816
11170000000.0,-27.9,-25.817826000000004
11170000000.0,-27.2,-25.249878
11170000000.0,-26.5,-24.713078000000003
11170000000.0,-25.8,-24.191092
11170000000.0,-25.1,-23.661358
11170000000.0,-24.4,-23.102731999999996
11170000000.0,-23.7,-22.356732
11170000000.0,-23.0,-21.648218
11170000000.0,-22.3,-21.014976
11170000000.0,-21.6,-20.361355999999997
11170000000.0,-20.9,-19.773410000000002
11170000000.0,-20.200000000000003,-19.1663
11170000000.0,-19.5,-18.531806
11170000000.0,-18.8,-17.808771999999998
11170000000.0,-18.1,-17.036226
11170000000.0,-17.4,-16.260736
11170000000.0,-16.700000000000003,-15.56557
11170000000.0,-16.0,-14.851735999999999
11170000000.0,-15.3,-14.124908
11170000000.0,-14.600000000000001,-13.380322000000001
11170000000.0,-13.900000000000002,-12.618440000000001
11170000000.0,-13.200000000000003,-11.846329999999998
11170000000.0,-12.5,-11.076286
11170000000.0,-11.8,-10.295506
11170000000.0,-11.100000000000001,-9.5096266
11170000000.0,-10.400000000000002,-8.715826799999999
11170000000.0,-9.700000000000003,-7.9147842
11170000000.0,-9.0,-7.1123508
11170000000.0,-8.3,-6.3370068
11170000000.0,-7.600000000000001,-5.624621800000001
11170000000.0,-6.900000000000002,-4.9155312
11170000000.0,-6.200000000000003,-4.2028212
11170000000.0,-5.5,-3.4661300000000006
11170000000.0,-4.800000000000001,-2.7144204
11170000000.0,-4.100000000000001,-1.9587295999999998
11170000000.0,-3.400000000000002,-1.2103905999999998
11170000000.0,-2.700000000000003,-0.47139913999999994
11170000000.0,-2.0,0.25837293999999994
11170000000.0,-1.3000000000000007,0.9822599799999999
11170000000.0,-0.6000000000000014,1.7733671999999998
11170000000.0,0.09999999999999787,2.5500584
11170000000.0,0.7999999999999972,3.2998284
11170000000.0,1.4999999999999964,4.0274094
11170000000.0,2.1999999999999957,4.726077399999999
11170000000.0,2.8999999999999986,5.4002
11170000000.0,3.5999999999999943,6.199574200000001
11170000000.0,4.299999999999997,6.954042800000001
11170000000.0,5.0,7.652996400000001
11248000000.0,-30.0,-27.35353
11248000000.0,-29.3,-26.904552000000002
11248000000.0,-28.6,-26.440524
11248000000.0,-27.9,-25.881453999999998
11248000000.0,-27.2,-25.297658000000002
11248000000.0,-26.5,-24.750614
11248000000.0,-25.8,-24.22101
11248000000.0,-25.1,-23.68079
11248000000.0,-24.4,-23.114324
11248000000.0,-23.7,-22.357072
11248000000.0,-23.0,-21.640735999999997
11248000000.0,-22.3,-21.000472000000002
11248000000.0,-21.6,-20.339656
11248000000.0,-20.9,-19.74248
11248000000.0,-20.200000000000003,-19.133458
11248000000.0,-19.5,-18.498608
11248000000.0,-18.8,-17.772892000000002
11248000000.0,-18.1,-16.993415999999996
11248000000.0,-17.4,-16.210958
11248000000.0,-16.700000000000003,-15.511338
11248000000.0,-16.0,-14.797324
11248000000.0,-15.3,-14.06781
11248000000.0,-14.600000000000001,-13.32481
11248000000.0,-13.900000000000002,-12.562024
11248000000.0,-13.200000000000003,-11.789436
11248000000.0,-12.5,-11.01346
11248000000.0,-11.8,-10.227799999999998
11248000000.0,-11.100000000000001,-9.4371398
11248000000.0,-10.400000000000002,-8.638495599999999
11248000000.0,-9.700000000000003,-7.8369268000000005
11248000000.0,-9.0,-7.024546600000001
11248000000.0,-8.3,-6.2458948
11248000000.0,-7.600000000000001,-5.5335696
11248000000.0,-6.900000000000002,-4.8152814
11248000000.0,-6.200000000000003,-4.1010596
11248000000.0,-5.5,-3.3547824000000004
11248000000.0,-4.800000000000001,-2.5995298
11248000000.0,-4.100000000000001,-1.8416663999999998
11248000000.0,-3.400000000000002,-1.0905272
11248000000.0,-2.700000000000003,-0.35423377999999994
11248000000.0,-2.0,0.38134426
11248000000.0,-1.3000000000000007,1.1024630000000002
11248000000.0,-0.6000000000000014,1.9000274000000001
11248000000.0,0.09999999999999787,2.6809466
11248000000.0,0.7999999999999972,3.4377999999999993
11248000000.0,1.4999999999999964,4.1650072
11248000000.0,2.1999999999999957,4.8633106
11248000000.0,2.8999999999999986,5.533391
11248000000.0,3.5999999999999943,6.3331862
11248000000.0,4.299999999999997,7.0873040000000005
11248000000.0,5.0,7.7839294
11326000000.0,-30.0,-27.457060000000002
11326000000.0,-29.3,-26.992183999999998
11326000000.0,-28.6,-26.515643999999998
11326000000.0,-27.9,-25.936444
11326000000.0,-27.2,-25.33471
11326000000.0,-26.5,-24.777614
11326000000.0,-25.8,-24.239506
11326000000.0,-25.1,-23.687646
11326000000.0,-24.4,-23.113205999999998
11326000000.0,-23.7,-22.345018
11326000000.0,-23.0,-21.621574000000003
11326000000.0,-22.3,-20.97749
11326000000.0,-21.6,-20.308238
11326000000.0,-20.9,-19.708786
11326000000.0,-20.200000000000003,-19.097676
11326000000.0,-19.5,-18.464862
11326000000.0,-18.8,-17.735588
11326000000.0,-18.1,-16.954918
11326000000.0,-17.4,-16.165264
11326000000.0,-16.700000000000003,-15.465335999999999
11326000000.0,-16.0,-14.74745
11326000000.0,-15.3,-14.021656000000002
11326000000.0,-14.600000000000001,-13.279338000000001
11326000000.0,-13.900000000000002,-12.518244000000001
11326000000.0,-13.200000000000003,-11.749236
11326000000.0,-12.5,-10.971143999999999
11326000000.0,-11.8,-10.182778
11326000000.0,-11.100000000000001,-9.389034599999999
11326000000.0,-10.400000000000002,-8.5904314
11326000000.0,-9.700000000000003,-7.7855856
11326000000.0,-9.0,-6.971401
11326000000.0,-8.3,-6.187661800000001
11326000000.0,-7.600000000000001,-5.475182599999999
11326000000.0,-6.900000000000002,-4.7576636
11326000000.0,-6.200000000000003,-4.037704
11326000000.0,-5.5,-3.2916304
11326000000.0,-4.800000000000001,-2.530643
11326000000.0,-4.100000000000001,-1.7737227999999998
11326000000.0,-3.400000000000002,-1.0192612
11326000000.0,-2.700000000000003,-0.28372532
11326000000.0,-2.0,0.45002928
11326000000.0,-1.3000000000000007,1.1711651999999997
11326000000.0,-0.6000000000000014,1.9681460000000002
11326000000.0,0.09999999999999787,2.7505930000000003
11326000000.0,0.7999999999999972,3.5088027999999993
11326000000.0,1.4999999999999964,4.2358424
11326000000.0,2.1999999999999957,4.9323628
11326000000.0,2.8999999999999986,5.5986904
11326000000.0,3.5999999999999943,6.400669400000001
11326000000.0,4.299999999999997,7.160275400000001
11326000000.0,5.0,7.8540486000000005
11404000000.0,-30.0,-27.432576
11404000000.0,-29.3,-26.953802000000003
11404000000.0,-28.6,-26.461792000000003
11404000000.0,-27.9,-25.86613
11404000000.0,-27.2,-25.249518
11404000000.0,-26.5,-24.683385999999995
11404000000.0,-25.8,-24.14055
11404000000.0,-25.1,-23.57959
11404000000.0,-24.4,-23.003166
11404000000.0,-23.7,-22.229084
11404000000.0,-23.0,-21.501166000000005
11404000000.0,-22.3,-20.854438000000002
11404000000.0,-21.6,-20.185294
11404000000.0,-20.9,-19.586814
11404000000.0,-20.200000000000003,-18.976974000000002
11404000000.0,-19.5,-18.347959999999997
11404000000.0,-18.8,-17.620542
11404000000.0,-18.1,-16.844648
11404000000.0,-17.4,-16.055505999999998
11404000000.0,-16.700000000000003,-15.357202000000001
11404000000.0,-16.0,-14.639846
11404000000.0,-15.3,-13.914787999999998
11404000000.0,-14.600000000000001,-13.176712
11404000000.0,-13.900000000000002,-12.422348
11404000000.0,-13.200000000000003,-11.653926
11404000000.0,-12.5,-10.883302
11404000000.0,-11.8,-10.092772
11404000000.0,-11.100000000000001,-9.2965362
11404000000.0,-10.400000000000002,-8.501483799999999
11404000000.0,-9.700000000000003,-7.6915442
11404000000.0,-9.0,-6.8767608
11404000000.0,-8.3,-6.0986912
11404000000.0,-7.600000000000001,-5.3811675999999995
11404000000.0,-6.900000000000002,-4.6623014
11404000000.0,-6.200000000000003,-3.9419908
11404000000.0,-5.5,-3.1983933999999996
11404000000.0,-4.800000000000001,-2.4350677999999997
11404000000.0,-4.100000000000001,-1.6799574
11404000000.0,-3.400000000000002,-0.92751778
11404000000.0,-2.700000000000003,-0.19011108000000002
11404000000.0,-2.0,0.54013188
11404000000.0,-1.3000000000000007,1.2594744
11404000000.0,-0.6000000000000014,2.0516430000000003
11404000000.0,0.09999999999999787,2.8376984
11404000000.0,0.7999999999999972,3.5980904000000002
11404000000.0,1.4999999999999964,4.3221422
11404000000.0,2.1999999999999957,5.0183172
11404000000.0,2.8999999999999986,5.6792722
11404000000.0,3.5999999999999943,6.485490799999999
11404000000.0,4.299999999999997,7.2412862
11404000000.0,5.0,7.941478200000001
11482000000.0,-30.0,-32.23683799999999
11482000000.0,-29.3,-32.217417999999995
11482000000.0,-28.6,-28.444864000000003
11482000000.0,-27.9,-27.742250000000002
11482000000.0,-27.2,-27.052497999999996
11482000000.0,-26.5,-26.314082000000003
11482000000.0,-25.8,-25.583172
11482000000.0,-25.1,-24.887245999999998
11482000000.0,-24.4,-24.189960000000003
11482000000.0,-23.7,-23.507678
11482000000.0,-23.0,-22.842676
11482000000.0,-22.3,-22.164188
11482000000.0,-21.6,-21.480964
11482000000.0,-20.9,-20.681511999999998
11482000000.0,-20.200000000000003,-19.893425999999998
11482000000.0,-19.5,-19.201349999999998
11482000000.0,-18.8,-18.502019999999998
11482000000.0,-18.1,-17.792718
11482000000.0,-17.4,-17.072178
11482000000.0,-16.700000000000003,-16.334334000000002
11482000000.0,-16.0,-15.584825999999998
11482000000.0,-15.3,-14.820447999999999
11482000000.0,-14.600000000000001,-14.037802
11482000000.0,-13.900000000000002,-13.240028
11482000000.0,-13.200000000000003,-12.518174
11482000000.0,-12.5,-11.802146
11482000000.0,-11.8,-11.075936
11482000000.0,-11.100000000000001,-10.33759
11482000000.0,-10.400000000000002,-9.5838462
11482000000.0,-9.700000000000003,-8.8189338
11482000000.0,-9.0,-8.0473074
11482000000.0,-8.3,-7.262039799999999
11482000000.0,-7.600000000000001,-6.465434999999999
11482000000.0,-6.900000000000002,-5.7039592
11482000000.0,-6.200000000000003,-4.964233
11482000000.0,-5.5,-4.2253764
11482000000.0,-4.800000000000001,-3.4738252000000003
11482000000.0,-4.100000000000001,-2.7406178
11482000000.0,-3.400000000000002,-2.0135086
11482000000.0,-2.700000000000003,-1.288879
11482000000.0,-2.0,-0.54345166
11482000000.0,-1.3000000000000007,0.27138236
11482000000.0,-0.6000000000000014,1.0891696
11482000000.0,0.09999999999999787,1.8863067999999998
11482000000.0,0.7999999999999972,2.6387402
11482000000.0,1.4999999999999964,3.3746637999999995
11482000000.0,2.1999999999999957,4.088123
11482000000.0,2.8999999999999986,4.7797428
11482000000.0,3.5999999999999943,5.4436948
11482000000.0,4.299999999999997,6.0776292
11482000000.0,5.0,6.770932999999999
11560000000.0,-30.0,-31.889638
11560000000.0,-29.3,-31.851382
11560000000.0,-28.6,-29.387133999999996
11560000000.0,-27.9,-27.512494000000004
11560000000.0,-27.2,-26.842714
11560000000.0,-26.5,-26.12344
11560000000.0,-25.8,-25.424844
11560000000.0,-25.1,-24.759456
11560000000.0,-24.4,-24.066091999999998
11560000000.0,-23.7,-23.392086000000003
11560000000.0,-23.0,-22.735794000000002
11560000000.0,-22.3,-22.044664
11560000000.0,-21.6,-21.346365999999996
11560000000.0,-20.9,-20.586617999999998
11560000000.0,-20.200000000000003,-19.837046
11560000000.0,-19.5,-19.138836
11560000000.0,-18.8,-18.4395
11560000000.0,-18.1,-17.729158
11560000000.0,-17.4,-17.010472
11560000000.0,-16.700000000000003,-16.277854
11560000000.0,-16.0,-15.533918
11560000000.0,-15.3,-14.777728000000002
11560000000.0,-14.600000000000001,-14.005698
11560000000.0,-13.900000000000002,-13.217138
11560000000.0,-13.200000000000003,-12.471286000000001
11560000000.0,-12.5,-11.76567
11560000000.0,-11.8,-11.048411999999999
11560000000.0,-11.100000000000001,-10.320952
11560000000.0,-10.400000000000002,-9.5786436
11560000000.0,-9.700000000000003,-8.8254564
11560000000.0,-9.0,-8.0582654
11560000000.0,-8.3,-7.2843568
11560000000.0,-7.600000000000001,-6.496696599999998
11560000000.0,-6.900000000000002,-5.7239978
11560000000.0,-6.200000000000003,-4.962554
11560000000.0,-5.5,-4.1922222
11560000000.0,-4.800000000000001,-3.4123384000000003
11560000000.0,-4.100000000000001,-2.6639064
11560000000.0,-3.400000000000002,-1.9392372000000002
11560000000.0,-2.700000000000003,-1.2174032
11560000000.0,-2.0,-0.48542896
11560000000.0,-1.3000000000000007,0.32096208
11560000000.0,-0.6000000000000014,1.1373588
11560000000.0,0.09999999999999787,1.9399000000000002
11560000000.0,0.7999999999999972,2.7048794000000003
11560000000.0,1.4999999999999964,3.4574372
11560000000.0,2.1999999999999957,4.190098000000001
11560000000.0,2.8999999999999986,4.8954592
11560000000.0,3.5999999999999943,5.5679300000000005
11560000000.0,4.299999999999997,6.2169112
11560000000.0,5.0,6.916565799999999
11638000000.0,-30.0,-27.366632
11638000000.0,-29.3,-31.950191999999998
11638000000.0,-28.6,-31.918363999999997
11638000000.0,-27.9,-31.89866
11638000000.0,-27.2,-25.942131999999997
11638000000.0,-26.5,-25.295347999999997
11638000000.0,-25.8,-24.681297999999998
11638000000.0,-25.1,-24.090664
11638000000.0,-24.4,-23.44799
11638000000.0,-23.7,-22.818018000000002
11638000000.0,-23.0,-22.204273999999998
11638000000.0,-22.3,-21.535178
11638000000.0,-21.6,-20.848288000000004
11638000000.0,-20.9,-20.162200000000002
11638000000.0,-20.200000000000003,-19.477691999999998
11638000000.0,-19.5,-18.797654
11638000000.0,-18.8,-18.115824000000003
11638000000.0,-18.1,-17.426938
11638000000.0,-17.4,-16.727432
11638000000.0,-16.700000000000003,-16.019921999999998
11638000000.0,-16.0,-15.299554
11638000000.0,-15.3,-14.562036
11638000000.0,-14.600000000000001,-13.814542
11638000000.0,-13.900000000000002,-13.045004
11638000000.0,-13.200000000000003,-12.286426000000002
11638000000.0,-12.5,-11.600866
11638000000.0,-11.8,-10.901126
11638000000.0,-11.100000000000001,-10.188452000000002
11638000000.0,-10.400000000000002,-9.4663922
11638000000.0,-9.700000000000003,-8.726527399999998
11638000000.0,-9.0,-7.9735548
11638000000.0,-8.3,-7.216929
11638000000.0,-7.600000000000001,-6.442801
11638000000.0,-6.900000000000002,-5.6630628000000005
11638000000.0,-6.200000000000003,-4.877813000000001
11638000000.0,-5.5,-4.080526600000001
11638000000.0,-4.800000000000001,-3.2752398
11638000000.0,-4.100000000000001,-2.5127164
11638000000.0,-3.400000000000002,-1.7957851999999999
11638000000.0,-2.700000000000003,-1.0808224
11638000000.0,-2.0,-0.35825826
11638000000.0,-1.3000000000000007,0.43431338
11638000000.0,-0.6000000000000014,1.2455858000000002
11638000000.0,0.09999999999999787,2.0444348
11638000000.0,0.7999999999999972,2.827167
11638000000.0,1.4999999999999964,3.5921062
11638000000.0,2.1999999999999957,4.3333677999999995
11638000000.0,2.8999999999999986,5.047943999999999
11638000000.0,3.5999999999999943,5.729285
11638000000.0,4.299999999999997,6.386461799999999
11638000000.0,5.0,7.085052
11716000000.0,-30.0,-33.574152
11716000000.0,-29.3,-32.292292
11716000000.0,-28.6,-27.37086
11716000000.0,-27.9,-26.867174
11716000000.0,-27.2,-26.270211999999997
11716000000.0,-26.5,-25.664043999999997
11716000000.0,-25.8,-25.083484
11716000000.0,-25.1,-24.493532
11716000000.0,-24.4,-23.840961999999998
11716000000.0,-23.7,-23.208386
11716000000.0,-23.0,-22.589752000000004
11716000000.0,-22.3,-21.952058
11716000000.0,-21.6,-21.30656
11716000000.0,-20.9,-20.617006
11716000000.0,-20.200000000000003,-19.931196
11716000000.0,-19.5,-19.275408
11716000000.0,-18.8,-18.593466
11716000000.0,-18.1,-17.863315999999998
11716000000.0,-17.4,-17.199260000000002
11716000000.0,-16.700000000000003,-16.403634
11716000000.0,-16.0,-15.718838
11716000000.0,-15.3,-15.018859999999998
11716000000.0,-14.600000000000001,-14.30522
11716000000.0,-13.900000000000002,-13.571628
11716000000.0,-13.200000000000003,-12.828218000000001
11716000000.0,-12.5,-12.121366
11716000000.0,-11.8,-11.396984
11716000000.0,-11.100000000000001,-10.65341
11716000000.0,-10.400000000000002,-9.8998312
11716000000.0,-9.700000000000003,-9.123240800000001
11716000000.0,-9.0,-8.3488754
11716000000.0,-8.3,-7.6037172
11716000000.0,-7.600000000000001,-6.8420108
11716000000.0,-6.900000000000002,-6.0729642
11716000000.0,-6.200000000000003,-5.2930666
11716000000.0,-5.5,-4.502383
11716000000.0,-4.800000000000001,-3.7013469999999997
11716000000.0,-4.100000000000001,-2.9248556
11716000000.0,-3.400000000000002,-2.1723177999999996
11716000000.0,-2.700000000000003,-1.4161776
11716000000.0,-2.0,-0.65919576
11716000000.0,-1.3000000000000007,0.13894201999999997
11716000000.0,-0.6000000000000014,0.9474465200000001
11716000000.0,0.09999999999999787,1.7432684000000003
11716000000.0,0.7999999999999972,2.5251828
11716000000.0,1.4999999999999964,3.2921394
11716000000.0,2.1999999999999957,4.0395202
11716000000.0,2.8999999999999986,4.758159600000001
11716000000.0,3.5999999999999943,5.451550999999999
11716000000.0,4.299999999999997,6.1360448
11716000000.0,5.0,6.914365799999999
11794000000.0,-30.0,-28.517257999999998
11794000000.0,-29.3,-27.962168000000002
11794000000.0,-28.6,-27.414590000000004
11794000000.0,-27.9,-26.88825
11794000000.0,-27.2,-26.263024
11794000000.0,-26.5,-25.666075999999997
11794000000.0,-25.8,-25.100038
11794000000.0,-25.1,-24.491074
11794000000.0,-24.4,-23.806312
11794000000.0,-23.7,-23.152369999999998
11794000000.0,-23.0,-22.51856
11794000000.0,-22.3,-21.90083
11794000000.0,-21.6,-21.296198
11794000000.0,-20.9,-20.587477999999997
11794000000.0,-20.200000000000003,-19.878009999999996
11794000000.0,-19.5,-19.24361
11794000000.0,-18.8,-18.553298
11794000000.0,-18.1,-17.772172
11794000000.0,-17.4,-17.136195999999998
11794000000.0,-16.700000000000003,-16.236654
11794000000.0,-16.0,-15.582502
11794000000.0,-15.3,-14.910192
11794000000.0,-14.600000000000001,-14.222855999999998
11794000000.0,-13.900000000000002,-13.515812
11794000000.0,-13.200000000000003,-12.787925999999999
11794000000.0,-12.5,-12.046164000000001
11794000000.0,-11.8,-11.280318
11794000000.0,-11.100000000000001,-10.496303999999999
11794000000.0,-10.400000000000002,-9.691973
11794000000.0,-9.700000000000003,-8.8643188
11794000000.0,-9.0,-8.049292
11794000000.0,-8.3,-7.3083652
11794000000.0,-7.600000000000001,-6.5556286
11794000000.0,-6.900000000000002,-5.787709400000001
11794000000.0,-6.200000000000003,-5.0161398
11794000000.0,-5.5,-4.227547599999999
11794000000.0,-4.800000000000001,-3.4292506000000005
11794000000.0,-4.100000000000001,-2.6341248
11794000000.0,-3.400000000000002,-1.831346
11794000000.0,-2.700000000000003,-1.0264301999999998
11794000000.0,-2.0,-0.22453852
11794000000.0,-1.3000000000000007,0.58239018
11794000000.0,-0.6000000000000014,1.3771132000000001
11794000000.0,0.09999999999999787,2.1660276000000005
11794000000.0,0.7999999999999972,2.9368474000000004
11794000000.0,1.4999999999999964,3.6902999999999997
11794000000.0,2.1999999999999957,4.420763599999999
11794000000.0,2.8999999999999986,5.1212588
11794000000.0,3.5999999999999943,5.7974336
11794000000.0,4.299999999999997,6.488550399999999
11794000000.0,5.0,7.331331400000001
11872000000.0,-30.0,-28.44069
11872000000.0,-29.3,-27.899644000000002
11872000000.0,-28.6,-27.343764
11872000000.0,-27.9,-26.76999
11872000000.0,-27.2,-26.156058
11872000000.0,-26.5,-25.56861
11872000000.0,-25.8,-24.965616
11872000000.0,-25.1,-24.332231999999998
11872000000.0,-24.4,-23.665986
11872000000.0,-23.7,-23.029694
11872000000.0,-23.0,-22.419168
11872000000.0,-22.3,-21.792136
11872000000.0,-21.6,-21.107778000000003
11872000000.0,-20.9,-20.393679999999996
11872000000.0,-20.200000000000003,-19.708916
11872000000.0,-19.5,-19.062258
11872000000.0,-18.8,-18.321374000000002
11872000000.0,-18.1,-17.559534
11872000000.0,-17.4,-16.941944
11872000000.0,-16.700000000000003,-16.044016
11872000000.0,-16.0,-15.31447
11872000000.0,-15.3,-14.65586
11872000000.0,-14.600000000000001,-13.939785999999998
11872000000.0,-13.900000000000002,-13.188642000000002
11872000000.0,-13.200000000000003,-12.445274000000001
11872000000.0,-12.5,-11.702767999999999
11872000000.0,-11.8,-10.936563999999999
11872000000.0,-11.100000000000001,-10.15167
11872000000.0,-10.400000000000002,-9.3380912
11872000000.0,-9.700000000000003,-8.5076258
11872000000.0,-9.0,-7.681324399999999
11872000000.0,-8.3,-6.892765
11872000000.0,-7.600000000000001,-6.1110476
11872000000.0,-6.900000000000002,-5.3444688
11872000000.0,-6.200000000000003,-4.564753
11872000000.0,-5.5,-3.7757151999999996
11872000000.0,-4.800000000000001,-2.9812246
11872000000.0,-4.100000000000001,-2.1808908000000002
11872000000.0,-3.400000000000002,-1.3783294000000001
11872000000.0,-2.700000000000003,-0.60898762
11872000000.0,-2.0,0.15679156
11872000000.0,-1.3000000000000007,0.9245420799999999
11872000000.0,-0.6000000000000014,1.7066459999999999
11872000000.0,0.09999999999999787,2.504588
11872000000.0,0.7999999999999972,3.2924412000000003
11872000000.0,1.4999999999999964,4.050555200000001
11872000000.0,2.1999999999999957,4.7861338
11872000000.0,2.8999999999999986,5.4907826
11872000000.0,3.5999999999999943,6.1916294
11872000000.0,4.299999999999997,6.905349800000001
11872000000.0,5.0,7.697101799999999
11950000000.0,-30.0,-28.508592000000004
11950000000.0,-29.3,-27.982472
11950000000.0,-28.6,-27.408421999999995
11950000000.0,-27.9,-26.776162
11950000000.0,-27.2,-26.153858000000003
11950000000.0,-26.5,-25.566015999999998
11950000000.0,-25.8,-24.907639999999997
11950000000.0,-25.1,-24.235706
11950000000.0,-24.4,-23.58055
11950000000.0,-23.7,-22.953664
11950000000.0,-23.0,-22.350512000000002
11950000000.0,-22.3,-21.702964
11950000000.0,-21.6,-20.9236
11950000000.0,-20.9,-20.194606
11950000000.0,-20.200000000000003,-19.528606000000003
11950000000.0,-19.5,-18.854267999999998
11950000000.0,-18.8,-18.053766
11950000000.0,-18.1,-17.307049999999997
11950000000.0,-17.4,-16.699498
11950000000.0,-16.700000000000003,-15.797942
11950000000.0,-16.0,-14.980895999999998
11950000000.0,-15.3,-14.32492
11950000000.0,-14.600000000000001,-13.565198
11950000000.0,-13.900000000000002,-12.753882
11950000000.0,-13.200000000000003,-11.988159999999999
11950000000.0,-12.5,-11.239994
11950000000.0,-11.8,-10.469122
11950000000.0,-11.100000000000001,-9.6799706
11950000000.0,-10.400000000000002,-8.8607766
11950000000.0,-9.700000000000003,-8.024608400000002
11950000000.0,-9.0,-7.1795238
11950000000.0,-8.3,-6.3351754
11950000000.0,-7.600000000000001,-5.5202264
11950000000.0,-6.900000000000002,-4.7507779999999995
11950000000.0,-6.200000000000003,-3.963637
11950000000.0,-5.5,-3.1702851999999995
11950000000.0,-4.800000000000001,-2.3732366
11950000000.0,-4.100000000000001,-1.5716566
11950000000.0,-3.400000000000002,-0.76929116
