frequency [Hz],synthHD Pro power [dBm],det power [dBm]
10468000000.0,-20.9,-19.725632
10468000000.0,-20.200000000000003,-19.134543999999998
10468000000.0,-19.5,-18.490568
10468000000.0,-18.8,-17.782774
10468000000.0,-18.1,-17.041818
10468000000.0,-17.4,-16.323256
10468000000.0,-16.700000000000003,-15.651212000000001
10468000000.0,-16.0,-14.96732
10468000000.0,-15.3,-14.253248000000003
10468000000.0,-14.600000000000001,-13.501574
10468000000.0,-13.900000000000002,-12.738378
10468000000.0,-13.200000000000003,-11.966490000000002
10468000000.0,-12.5,-11.226882
10468000000.0,-11.8,-10.481482
10468000000.0,-11.100000000000001,-9.7311402
10468000000.0,-10.400000000000002,-8.9773746
10468000000.0,-9.700000000000003,-8.2137872
10468000000.0,-9.0,-7.451488
10468000000.0,-8.3,-6.707095
10468000000.0,-7.600000000000001,-6.0245318
10468000000.0,-6.900000000000002,-5.347194
10468000000.0,-6.200000000000003,-4.673782600000001
10468000000.0,-5.5,-3.981013
10468000000.0,-4.800000000000001,-3.253472
10468000000.0,-4.100000000000001,-2.5207322
10468000000.0,-3.400000000000002,-1.7949476
10468000000.0,-2.700000000000003,-1.0715894000000001
10468000000.0,-2.0,-0.3377123
10468000000.0,-1.3000000000000007,0.38072792000000005
10468000000.0,-0.6000000000000014,1.147136
10468000000.0,0.09999999999999787,1.8947552
10468000000.0,0.7999999999999972,2.6260274
10468000000.0,1.4999999999999964,3.3361518000000006
10468000000.0,2.1999999999999957,4.0372558000000005
10468000000.0,2.8999999999999986,4.7381443999999995
10468000000.0,3.5999999999999943,5.5117478
10468000000.0,4.299999999999997,6.2360326
10468000000.0,5.0,6.9182934000000005
10546000000.0,-30.0,-26.773138
10546000000.0,-29.3,-26.342486
10546000000.0,-28.6,-25.897398
10546000000.0,-27.9,-25.386734
10546000000.0,-27.2,-24.85859
10546000000.0,-26.5,-24.331694
10546000000.0,-25.8,-23.813164
10546000000.0,-25.1,-23.318992
10546000000.0,-24.4,-22.777352
10546000000.0,-23.7,-22.08053
10546000000.0,-23.0,-21.397920000000003
10546000000.0,-22.3,-20.799048
10546000000.0,-21.6,-20.195826000000004
10546000000.0,-20.9,-19.627624000000004
10546000000.0,-20.200000000000003,-19.03874
10546000000.0,-19.5,-18.401282000000002
10546000000.0,-18.8,-17.696375999999997
10546000000.0,-18.1,-16.95633
10546000000.0,-17.4,-16.23494
10546000000.0,-16.700000000000003,-15.559201999999999
10546000000.0,-16.0,-14.877682000000002
10546000000.0,-15.3,-14.167952
10546000000.0,-14.600000000000001,-13.41574
10546000000.0,-13.900000000000002,-12.65415
10546000000.0,-13.200000000000003,-11.883806000000002
10546000000.0,-12.5,-11.141086000000001
10546000000.0,-11.8,-10.394698000000002
10546000000.0,-11.100000000000001,-9.6407822
10546000000.0,-10.400000000000002,-8.8860234
10546000000.0,-9.700000000000003,-8.118151600000001
10546000000.0,-9.0,-7.357900599999999
10546000000.0,-8.3,-6.6056870000000005
10546000000.0,-7.600000000000001,-5.923019000000001
10546000000.0,-6.900000000000002,-5.244351400000001
10546000000.0,-6.200000000000003,-4.5691076
10546000000.0,-5.5,-3.872876
10546000000.0,-4.800000000000001,-3.1444697999999995
10546000000.0,-4.100000000000001,-2.4144674000000004
10546000000.0,-3.400000000000002,-1.6872661999999998
10546000000.0,-2.700000000000003,-0.96610282
10546000000.0,-2.0,-0.23563923999999997
10546000000.0,-1.3000000000000007,0.48236358
10546000000.0,-0.6000000000000014,1.2452764
10546000000.0,0.09999999999999787,1.994559
10546000000.0,0.7999999999999972,2.723547
10546000000.0,1.4999999999999964,3.4326748
10546000000.0,2.1999999999999957,4.1295744
10546000000.0,2.8999999999999986,4.821937200000001
10546000000.0,3.5999999999999943,5.594074600000001
10546000000.0,4.299999999999997,6.3187808
10546000000.0,5.0,7.0018253999999995
10624000000.0,-30.0,-26.467222
10624000000.0,-29.3,-26.043456
10624000000.0,-28.6,-25.603013999999995
10624000000.0,-27.9,-25.096557999999998
10624000000.0,-27.2,-24.570754
10624000000.0,-26.5,-24.049754
10624000000.0,-25.8,-23.539002
10624000000.0,-25.1,-23.044705999999998
10624000000.0,-24.4,-22.508148
10624000000.0,-23.7,-21.810858
10624000000.0,-23.0,-21.131850000000004
10624000000.0,-22.3,-20.535069999999997
10624000000.0,-21.6,-19.930906
10624000000.0,-20.9,-19.361777999999997
10624000000.0,-20.200000000000003,-18.777184
10624000000.0,-19.5,-18.143254000000002
10624000000.0,-18.8,-17.441172
10624000000.0,-18.1,-16.69893
10624000000.0,-17.4,-15.976583999999999
10624000000.0,-16.700000000000003,-15.305108
10624000000.0,-16.0,-14.620432
10624000000.0,-15.3,-13.91101
10624000000.0,-14.600000000000001,-13.160390000000001
10624000000.0,-13.900000000000002,-12.404952
10624000000.0,-13.200000000000003,-11.635916
10624000000.0,-12.5,-10.894888
10624000000.0,-11.8,-10.147796
10624000000.0,-11.100000000000001,-9.3943726
10624000000.0,-10.400000000000002,-8.634279600000001
10624000000.0,-9.700000000000003,-7.8686182
10624000000.0,-9.0,-7.1053718
10624000000.0,-8.3,-6.355020399999999
10624000000.0,-7.600000000000001,-5.6747612
10624000000.0,-6.900000000000002,-4.9972864
10624000000.0,-6.200000000000003,-4.320602200000001
10624000000.0,-5.5,-3.6239306
10624000000.0,-4.800000000000001,-2.8967777999999997
10624000000.0,-4.100000000000001,-2.1707270000000003
10624000000.0,-3.400000000000002,-1.4464384
10624000000.0,-2.700000000000003,-0.72998202
10624000000.0,-2.0,-0.0025647856
10624000000.0,-1.3000000000000007,0.7075669
10624000000.0,-0.6000000000000014,1.465338
10624000000.0,0.09999999999999787,2.2109487999999997
10624000000.0,0.7999999999999972,2.9346172
10624000000.0,1.4999999999999964,3.637874
10624000000.0,2.1999999999999957,4.3314356
10624000000.0,2.8999999999999986,5.0148204
10624000000.0,3.5999999999999943,5.780726199999999
10624000000.0,4.299999999999997,6.501994000000001
10624000000.0,5.0,7.180028
10702000000.0,-30.0,-26.01836
10702000000.0,-29.3,-25.592806
10702000000.0,-28.6,-25.155196
10702000000.0,-27.9,-24.649012
10702000000.0,-27.2,-24.12465
10702000000.0,-26.5,-23.607718000000002
10702000000.0,-25.8,-23.101684
10702000000.0,-25.1,-22.608974
10702000000.0,-24.4,-22.0743
10702000000.0,-23.7,-21.380214000000002
10702000000.0,-23.0,-20.702806
10702000000.0,-22.3,-20.105768
10702000000.0,-21.6,-19.497904
10702000000.0,-20.9,-18.934896000000002
10702000000.0,-20.200000000000003,-18.350137999999998
10702000000.0,-19.5,-17.721404
10702000000.0,-18.8,-17.02231
10702000000.0,-18.1,-16.280934
10702000000.0,-17.4,-15.555234000000002
10702000000.0,-16.700000000000003,-14.888713999999998
10702000000.0,-16.0,-14.203254000000001
10702000000.0,-15.3,-13.497111999999998
10702000000.0,-14.600000000000001,-12.751482
10702000000.0,-13.900000000000002,-11.999966
10702000000.0,-13.200000000000003,-11.237365999999998
10702000000.0,-12.5,-10.495049999999999
10702000000.0,-11.8,-9.754074200000002
10702000000.0,-11.100000000000001,-8.997393800000001
10702000000.0,-10.400000000000002,-8.239504
10702000000.0,-9.700000000000003,-7.4744952
10702000000.0,-9.0,-6.7137072
10702000000.0,-8.3,-5.965313
10702000000.0,-7.600000000000001,-5.285637800000001
10702000000.0,-6.900000000000002,-4.612620000000001
10702000000.0,-6.200000000000003,-3.9378043999999996
10702000000.0,-5.5,-3.2394144
10702000000.0,-4.800000000000001,-2.5144384
10702000000.0,-4.100000000000001,-1.7933784
10702000000.0,-3.400000000000002,-1.0707246000000001
10702000000.0,-2.700000000000003,-0.3574877799999999
10702000000.0,-2.0,0.35817828
10702000000.0,-1.3000000000000007,1.0620578000000003
10702000000.0,-0.6000000000000014,1.8154380000000003
10702000000.0,0.09999999999999787,2.5575378
10702000000.0,0.7999999999999972,3.2723953999999997
10702000000.0,1.4999999999999964,3.9705801999999997
10702000000.0,2.1999999999999957,4.651671200000001
10702000000.0,2.8999999999999986,5.321456400000001
10702000000.0,3.5999999999999943,6.078263999999999
10702000000.0,4.299999999999997,6.7935452
10702000000.0,5.0,7.461639600000001
10780000000.0,-30.0,-26.505304000000002
10780000000.0,-29.3,-26.077658000000003
10780000000.0,-28.6,-25.647398
10780000000.0,-27.9,-25.146688
10780000000.0,-27.2,-24.629288
10780000000.0,-26.5,-24.120454000000002
10780000000.0,-25.8,-23.623628
10780000000.0,-25.1,-23.136657999999997
10780000000.0,-24.4,-22.61001
10780000000.0,-23.7,-21.922054
10780000000.0,-23.0,-21.252395999999997
10780000000.0,-22.3,-20.659992
10780000000.0,-21.6,-20.05809
10780000000.0,-20.9,-19.49754
10780000000.0,-20.200000000000003,-18.915671999999997
10780000000.0,-19.5,-18.294866
10780000000.0,-18.8,-17.600818
10780000000.0,-18.1,-16.866003999999997
10780000000.0,-17.4,-16.140331999999997
10780000000.0,-16.700000000000003,-15.471554000000001
10780000000.0,-16.0,-14.789128
10780000000.0,-15.3,-14.088566
10780000000.0,-14.600000000000001,-13.350148
10780000000.0,-13.900000000000002,-12.605596
10780000000.0,-13.200000000000003,-11.850746000000001
10780000000.0,-12.5,-11.111256000000001
10780000000.0,-11.8,-10.368778
10780000000.0,-11.100000000000001,-9.612999599999998
10780000000.0,-10.400000000000002,-8.8563482
10780000000.0,-9.700000000000003,-8.092384399999998
10780000000.0,-9.0,-7.3289446
10780000000.0,-8.3,-6.5876462
10780000000.0,-7.600000000000001,-5.9056524
10780000000.0,-6.900000000000002,-5.2317026
10780000000.0,-6.200000000000003,-4.5537464
10780000000.0,-5.5,-3.8579306000000004
10780000000.0,-4.800000000000001,-3.1305186
10780000000.0,-4.100000000000001,-2.4107559999999997
10780000000.0,-3.400000000000002,-1.6872661999999998
10780000000.0,-2.700000000000003,-0.9757269799999999
10780000000.0,-2.0,-0.25829246
10780000000.0,-1.3000000000000007,0.45064055999999997
10780000000.0,-0.6000000000000014,1.2100060000000001
10780000000.0,0.09999999999999787,1.9611253999999998
10780000000.0,0.7999999999999972,2.686508
10780000000.0,1.4999999999999964,3.3957281999999998
10780000000.0,2.1999999999999957,4.091164399999999
10780000000.0,2.8999999999999986,4.7741074
10780000000.0,3.5999999999999943,5.5570886
10780000000.0,4.299999999999997,6.2909938
10780000000.0,5.0,6.9864656
10858000000.0,-30.0,-26.569212
10858000000.0,-29.3,-26.13572
10858000000.0,-28.6,-25.704268000000003
10858000000.0,-27.9,-25.200808000000002
10858000000.0,-27.2,-24.676698000000002
10858000000.0,-26.5,-24.167863999999998
10858000000.0,-25.8,-23.669226000000002
10858000000.0,-25.1,-23.178031999999998
10858000000.0,-24.4,-22.648500000000002
10858000000.0,-23.7,-21.95265
10858000000.0,-23.0,-21.276850000000003
10858000000.0,-22.3,-20.679586
10858000000.0,-21.6,-20.067588
10858000000.0,-20.9,-19.503506
10858000000.0,-20.200000000000003,-18.919226
10858000000.0,-19.5,-18.296458
10858000000.0,-18.8,-17.595066000000003
10858000000.0,-18.1,-16.855045999999998
10858000000.0,-17.4,-16.117635999999997
10858000000.0,-16.700000000000003,-15.443328
10858000000.0,-16.0,-14.759878
10858000000.0,-15.3,-14.050138
10858000000.0,-14.600000000000001,-13.310976
10858000000.0,-13.900000000000002,-12.564832
10858000000.0,-13.200000000000003,-11.807402
10858000000.0,-12.5,-11.061046000000001
10858000000.0,-11.8,-10.311924000000001
10858000000.0,-11.100000000000001,-9.5544528
10858000000.0,-10.400000000000002,-8.793805600000002
10858000000.0,-9.700000000000003,-8.025712600000002
10858000000.0,-9.0,-7.253898600000001
10858000000.0,-8.3,-6.5041836
10858000000.0,-7.600000000000001,-5.8161422
10858000000.0,-6.900000000000002,-5.141040800000001
10858000000.0,-6.200000000000003,-4.457170800000001
10858000000.0,-5.5,-3.7525895999999994
10858000000.0,-4.800000000000001,-3.0240826000000003
10858000000.0,-4.100000000000001,-2.2972593999999997
10858000000.0,-3.400000000000002,-1.5742326
10858000000.0,-2.700000000000003,-0.85398824
10858000000.0,-2.0,-0.1369092
10858000000.0,-1.3000000000000007,0.57095006
10858000000.0,-0.6000000000000014,1.3374023999999998
10858000000.0,0.09999999999999787,2.0885862
10858000000.0,0.7999999999999972,2.8182514
10858000000.0,1.4999999999999964,3.527604
10858000000.0,2.1999999999999957,4.2188492
10858000000.0,2.8999999999999986,4.8997656
10858000000.0,3.5999999999999943,5.6818212
10858000000.0,4.299999999999997,6.418269
10858000000.0,5.0,7.111019799999999
10936000000.0,-30.0,-26.834064
10936000000.0,-29.3,-26.393754
10936000000.0,-28.6,-25.955832000000004
10936000000.0,-27.9,-25.440144
10936000000.0,-27.2,-24.905014
10936000000.0,-26.5,-24.388756
10936000000.0,-25.8,-23.882088
10936000000.0,-25.1,-23.381676
10936000000.0,-24.4,-22.84233
10936000000.0,-23.7,-22.13084
10936000000.0,-23.0,-21.446886
10936000000.0,-22.3,-20.838378
10936000000.0,-21.6,-20.217968000000003
10936000000.0,-20.9,-19.644162
10936000000.0,-20.200000000000003,-19.053884000000004
10936000000.0,-19.5,-18.42517
10936000000.0,-18.8,-17.719510000000003
10936000000.0,-18.1,-16.96759
10936000000.0,-17.4,-16.219388
10936000000.0,-16.700000000000003,-15.540237999999999
10936000000.0,-16.0,-14.847432000000001
10936000000.0,-15.3,-14.133658
10936000000.0,-14.600000000000001,-13.395
10936000000.0,-13.900000000000002,-12.643498
10936000000.0,-13.200000000000003,-11.880256
10936000000.0,-12.5,-11.127084
10936000000.0,-11.8,-10.371188
10936000000.0,-11.100000000000001,-9.6063506
10936000000.0,-10.400000000000002,-8.8337698
10936000000.0,-9.700000000000003,-8.060171
10936000000.0,-9.0,-7.280831600000001
10936000000.0,-8.3,-6.5210222
10936000000.0,-7.600000000000001,-5.831113200000001
10936000000.0,-6.900000000000002,-5.1450754000000005
10936000000.0,-6.200000000000003,-4.453844999999999
10936000000.0,-5.5,-3.7402398
10936000000.0,-4.800000000000001,-3.0052937999999996
10936000000.0,-4.100000000000001,-2.2756700000000003
10936000000.0,-3.400000000000002,-1.5414346
10936000000.0,-2.700000000000003,-0.81898336
10936000000.0,-2.0,-0.100211694
10936000000.0,-1.3000000000000007,0.6136182800000001
10936000000.0,-0.6000000000000014,1.3868117999999998
