frequency [Hz],synthHD Pro power [dBm],det power [dBm]
10780000000.0,-9.700000000000003,-7.4012568000000005
10780000000.0,-9.0,-6.6524916
10780000000.0,-8.3,-5.9009396
10780000000.0,-7.600000000000001,-5.151141000000001
10780000000.0,-6.900000000000002,-4.399883000000001
10780000000.0,-6.200000000000003,-3.6531114000000002
10780000000.0,-5.5,-2.9149234
10780000000.0,-4.800000000000001,-2.1781432
10780000000.0,-4.100000000000001,-1.445897
10780000000.0,-3.400000000000002,-0.71298602
10780000000.0,-2.700000000000003,0.051055006
10780000000.0,-2.0,0.80215178
10780000000.0,-1.3000000000000007,1.5381518
10780000000.0,-0.6000000000000014,2.2579682
10780000000.0,0.09999999999999787,2.9540352000000007
10780000000.0,0.7999999999999972,3.6440155999999995
10780000000.0,1.4999999999999964,4.3966452
10780000000.0,2.1999999999999957,5.121841000000001
10780000000.0,2.8999999999999986,5.8074014
10780000000.0,3.5999999999999943,6.4540824
10780000000.0,4.299999999999997,7.099245000000001
10780000000.0,5.0,7.811632
10858000000.0,-30.0,-28.399194
10858000000.0,-29.3,-27.854577999999997
10858000000.0,-28.6,-27.282492
10858000000.0,-27.9,-26.661564
10858000000.0,-27.2,-26.04554
10858000000.0,-26.5,-25.428304
10858000000.0,-25.8,-24.799552
10858000000.0,-25.1,-24.154745999999996
10858000000.0,-24.4,-23.489169999999998
10858000000.0,-23.7,-22.793874
10858000000.0,-23.0,-22.065782
10858000000.0,-22.3,-21.300386
10858000000.0,-21.6,-20.579288
10858000000.0,-20.9,-19.949576
10858000000.0,-20.200000000000003,-19.0839
10858000000.0,-19.5,-18.243746
10858000000.0,-18.8,-17.562246000000002
10858000000.0,-18.1,-16.861780000000003
10858000000.0,-17.4,-16.080098
10858000000.0,-16.700000000000003,-15.2189
10858000000.0,-16.0,-14.373287999999999
10858000000.0,-15.3,-13.612244
10858000000.0,-14.600000000000001,-12.829913999999999
10858000000.0,-13.900000000000002,-12.08133
10858000000.0,-13.200000000000003,-11.343402000000001
10858000000.0,-12.5,-10.585604
10858000000.0,-11.8,-9.793156399999999
10858000000.0,-11.100000000000001,-8.9433314
10858000000.0,-10.400000000000002,-8.105122
10858000000.0,-9.700000000000003,-7.3198952
10858000000.0,-9.0,-6.566783000000001
10858000000.0,-8.3,-5.812666
10858000000.0,-7.600000000000001,-5.057754399999999
10858000000.0,-6.900000000000002,-4.3051766
10858000000.0,-6.200000000000003,-3.5555882
10858000000.0,-5.5,-2.8090406
10858000000.0,-4.800000000000001,-2.0683211999999997
10858000000.0,-4.100000000000001,-1.3362168
10858000000.0,-3.400000000000002,-0.5988098799999999
10858000000.0,-2.700000000000003,0.16645334
10858000000.0,-2.0,0.9198239000000001
10858000000.0,-1.3000000000000007,1.6561936
10858000000.0,-0.6000000000000014,2.3755230000000003
10858000000.0,0.09999999999999787,3.0711388
10858000000.0,0.7999999999999972,3.7615406
10858000000.0,1.4999999999999964,4.514327199999999
10858000000.0,2.1999999999999957,5.2382868
10858000000.0,2.8999999999999986,5.9195186
10858000000.0,3.5999999999999943,6.565568799999999
10858000000.0,4.299999999999997,7.2082288000000005
10858000000.0,5.0,7.923828
10936000000.0,-30.0,-28.510634
10936000000.0,-29.3,-27.958434
10936000000.0,-28.6,-27.381185999999996
10936000000.0,-27.9,-26.752020000000005
10936000000.0,-27.2,-26.129258
10936000000.0,-26.5,-25.50394
10936000000.0,-25.8,-24.869965999999998
10936000000.0,-25.1,-24.218732
10936000000.0,-24.4,-23.545238
10936000000.0,-23.7,-22.84294
10936000000.0,-23.0,-22.107108
10936000000.0,-22.3,-21.332528
10936000000.0,-21.6,-20.606896
10936000000.0,-20.9,-19.978934
10936000000.0,-20.200000000000003,-19.101982
10936000000.0,-19.5,-18.24744
10936000000.0,-18.8,-17.562496
10936000000.0,-18.1,-16.859152
10936000000.0,-17.4,-16.072271999999998
10936000000.0,-16.700000000000003,-15.200572
10936000000.0,-16.0,-14.342141999999999
10936000000.0,-15.3,-13.5728
10936000000.0,-14.600000000000001,-12.786152
10936000000.0,-13.900000000000002,-12.02897
10936000000.0,-13.200000000000003,-11.291299999999998
10936000000.0,-12.5,-10.534778
10936000000.0,-11.8,-9.741677
10936000000.0,-11.100000000000001,-8.886313000000001
10936000000.0,-10.400000000000002,-8.036567799999998
10936000000.0,-9.700000000000003,-7.246260600000001
10936000000.0,-9.0,-6.4888554
10936000000.0,-8.3,-5.730619
10936000000.0,-7.600000000000001,-4.9719732
10936000000.0,-6.900000000000002,-4.215922
10936000000.0,-6.200000000000003,-3.4644238
10936000000.0,-5.5,-2.7173016
10936000000.0,-4.800000000000001,-1.9746226
10936000000.0,-4.100000000000001,-1.2386002
10936000000.0,-3.400000000000002,-0.50554214
10936000000.0,-2.700000000000003,0.26194548
10936000000.0,-2.0,1.0134082000000002
10936000000.0,-1.3000000000000007,1.7513467999999999
10936000000.0,-0.6000000000000014,2.4691746
10936000000.0,0.09999999999999787,3.166965
10936000000.0,0.7999999999999972,3.8557918
