SynthHD Pro power [dBm],vg1 [V],det power [dBm],amp current [A],amp power [W]
-9.4,1.45,-10.820920000000001,0.01,0.06
-9.4,1.425,-10.784911999999998,0.01,0.06
-9.4,1.4,-10.7437,0.01,0.06
-9.4,1.375,-10.662085999999999,0.01,0.06
-9.4,1.35,-10.560987999999998,0.01,0.06
-9.4,1.325,-10.431558000000003,0.01,0.06
-9.4,1.3,-10.297239999999999,0.01,0.06
-9.4,1.275,-10.053017999999998,0.01,0.06
-9.4,1.25,-9.792058000000004,0.01,0.06
-9.4,1.225,-9.481136,0.01,0.06
-9.4,1.2,-9.179842,0.01,0.06
-9.4,1.175,-8.642164000000001,0.01,0.06
-9.4,1.15,-8.066120000000002,0.02,0.12
-9.4,1.125,-7.347521999999998,0.02,0.12
-9.4,1.1,-6.578429999999997,0.02,0.12
-9.4,1.075,-5.027661999999999,0.03,0.18
-9.4,1.05,-3.0377480000000006,0.04,0.24
-9.4,1.025,-0.22079199999999943,0.06,0.36
-9.4,1.0,2.6516659999999987,0.09,0.54
-9.4,0.975,6.886563999999998,0.13,0.78
-9.4,0.95,9.867700799999998,0.18,1.08
-9.4,0.9249999999999999,12.6045522,0.24,1.44
-9.4,0.8999999999999999,14.5823708,0.31,1.86
-9.4,0.875,17.0935604,0.38,2.28
-9.4,0.85,18.8266475,0.46,2.76
-9.4,0.825,20.3036234,0.54,3.24
-9.4,0.7999999999999999,21.30907362,0.62,3.72
-9.4,0.7749999999999999,22.6457148,0.7,4.2
-9.4,0.75,23.5558666,0.78,4.68
-9.4,0.725,24.308751,0.87,5.22
-9.4,0.7,24.785111,0.94,5.64
-9.4,0.6749999999999999,25.2719512,1.03,6.18
-9.4,0.6499999999999999,25.7313564,1.11,6.66
-9.4,0.625,26.0488122,1.2,7.2
-9.4,0.6,26.271734600000002,1.29,7.74
-9.4,0.575,26.5886378,1.39,8.34
-9.4,0.5499999999999999,26.8212984,1.49,8.94
-9.4,0.5249999999999999,27.0316962,1.6,9.6
-9.4,0.5,27.1738834,1.7,10.2
-8.8,1.5,-3.2552552000000006,0.01,0.06
-8.8,1.475,-10.862924,0.01,0.06
-8.8,1.45,-10.836856000000001,0.01,0.06
-8.8,1.425,-10.807925999999998,0.01,0.06
-8.8,1.4,-10.747818000000002,0.01,0.06
-8.8,1.375,-10.676216,0.01,0.06
-8.8,1.35,-10.576010000000004,0.01,0.06
-8.8,1.325,-10.472515999999995,0.01,0.06
-8.8,1.3,-10.274184000000002,0.01,0.06
-8.8,1.275,-10.063623999999997,0.01,0.06
-8.8,1.25,-9.801110000000001,0.01,0.06
-8.8,1.225,-9.552206000000002,0.01,0.06
-8.8,1.2,-9.103414000000004,0.01,0.06
-8.8,1.175,-8.642962,0.01,0.06
-8.8,1.15,-8.063161999999998,0.02,0.12
-8.8,1.125,-7.489359999999998,0.02,0.12
-8.8,1.1,-6.3578800000000015,0.02,0.12
-8.8,1.075,-5.008754,0.03,0.18
-8.8,1.05,-3.017468000000001,0.04,0.24
-8.8,1.025,-0.7938200000000002,0.06,0.36
-8.8,1.0,3.4368540000000003,0.09,0.54
-8.8,0.975,6.91207,0.13,0.78
-8.8,0.95,9.8779326,0.18,1.08
-8.8,0.9249999999999999,12.074618000000001,0.24,1.44
-8.8,0.8999999999999999,15.0740944,0.31,1.86
-8.8,0.875,17.0992602,0.38,2.28
-8.8,0.85,18.8284777,0.46,2.76
-8.8,0.825,20.0194561,0.54,3.24
-8.8,0.7999999999999999,21.55371982,0.62,3.72
-8.8,0.7749999999999999,22.6436618,0.7,4.2
-8.8,0.75,23.5511106,0.78,4.68
-8.8,0.725,24.1561454,0.86,5.16
-8.8,0.7,24.8892716,0.94,5.64
-8.8,0.6749999999999999,25.356929,1.03,6.18
-8.8,0.6499999999999999,25.728309199999998,1.11,6.66
-8.8,0.625,25.9834954,1.2,7.2
-8.8,0.6,26.3276642,1.29,7.74
-8.8,0.575,26.589405,1.39,8.34
-8.8,0.5499999999999999,26.8233768,1.49,8.94
-8.8,0.5249999999999999,26.9877908,1.6,9.6
-8.8,0.5,27.2080802,1.7,10.2
-8.2,1.5,-3.2733690000000024,0.01,0.06
-8.2,1.475,-10.884656,0.01,0.06
-8.2,1.45,-10.863352000000003,0.01,0.06
-8.2,1.425,-10.821584000000001,0.01,0.06
-8.2,1.4,-10.769731999999998,0.01,0.06
-8.2,1.375,-10.698044000000003,0.01,0.06
-8.2,1.35,-10.619149999999998,0.01,0.06
-8.2,1.325,-10.467606,0.01,0.06
-8.2,1.3,-10.295636000000002,0.01,0.06
-8.2,1.275,-10.085059999999999,0.01,0.06
-8.2,1.25,-9.875918000000002,0.01,0.06
-8.2,1.225,-9.506956000000002,0.01,0.06
-8.2,1.2,-9.121358000000004,0.01,0.06
-8.2,1.175,-8.657512000000004,0.01,0.06
-8.2,1.15,-8.197249999999997,0.02,0.12
-8.2,1.125,-7.350832000000004,0.02,0.12
-8.2,1.1,-6.370359999999998,0.02,0.12
-8.2,1.075,-5.026506000000001,0.03,0.18
-8.2,1.05,-3.4640559999999994,0.04,0.24
-8.2,1.025,-0.20989400000000202,0.06,0.36
-8.2,1.0,3.420431999999998,0.09,0.54
-8.2,0.975,6.891344,0.13,0.78
-8.2,0.95,9.2936898,0.18,1.08
-8.2,0.9249999999999999,12.6070426,0.24,1.44
-8.2,0.8999999999999999,15.060378,0.3,1.8
-8.2,0.875,17.0842952,0.38,2.28
-8.2,0.85,18.47776638,0.45,2.7
-8.2,0.825,20.294035,0.54,3.24
-8.2,0.7999999999999999,21.5424222,0.62,3.72
-8.2,0.7749999999999999,22.6324166,0.7,4.2
-8.2,0.75,23.3636064,0.78,4.68
-8.2,0.725,24.28816,0.86,5.16
-8.2,0.7,24.874471800000002,0.94,5.64
-8.2,0.6749999999999999,25.342745999999998,1.03,6.18
-8.2,0.6499999999999999,25.6434048,1.11,6.66
-8.2,0.625,26.0344564,1.2,7.2
-8.2,0.6,26.3182312,1.29,7.74
-8.2,0.575,26.5822618,1.39,8.34
-8.2,0.5499999999999999,26.7665446,1.49,8.94
-8.2,0.5249999999999999,27.0195862,1.6,9.6
-8.2,0.5,27.1970922,1.7,10.2
-7.600000000000001,1.5,-3.2919160000000005,0.01,0.06
-7.600000000000001,1.475,-10.911096000000004,0.01,0.06
-7.600000000000001,1.45,-10.881186000000003,0.01,0.06
-7.600000000000001,1.425,-10.846519999999998,0.01,0.06
-7.600000000000001,1.4,-10.794830000000001,0.01,0.06
-7.600000000000001,1.375,-10.737542000000001,0.01,0.06
-7.600000000000001,1.35,-10.623874,0.01,0.06
-7.600000000000001,1.325,-10.493617999999998,0.01,0.06
-7.600000000000001,1.3,-10.323041999999997,0.01,0.06
-7.600000000000001,1.275,-10.155806000000002,0.01,0.06
-7.600000000000001,1.25,-9.848309999999998,0.01,0.06
-7.600000000000001,1.225,-9.532828000000002,0.01,0.06
-7.600000000000001,1.2,-9.14651,0.01,0.06
-7.600000000000001,1.175,-8.776990000000001,0.01,0.06
-7.600000000000001,1.15,-8.09665,0.02,0.12
-7.600000000000001,1.125,-7.372730000000001,0.02,0.12
-7.600000000000001,1.1,-6.393927999999999,0.02,0.12
-7.600000000000001,1.075,-5.332955999999999,0.03,0.18
-7.600000000000001,1.05,-3.061250000000001,0.04,0.24
-7.600000000000001,1.025,-0.24417199999999895,0.06,0.36
-7.600000000000001,1.0,3.3762640000000026,0.09,0.54
-7.600000000000001,0.975,6.173128,0.13,0.78
-7.600000000000001,0.95,9.8417034,0.17,1.02
-7.600000000000001,0.9249999999999999,12.579244599999999,0.24,1.44
-7.600000000000001,0.8999999999999999,15.030967200000001,0.3,1.8
-7.600000000000001,0.875,16.6746208,0.38,2.28
-7.600000000000001,0.85,18.79412676,0.45,2.7
-7.600000000000001,0.825,20.2741891,0.53,3.18
-7.600000000000001,0.7999999999999999,21.5250932,0.62,3.72
-7.600000000000001,0.7749999999999999,22.4021738,0.7,4.2
-7.600000000000001,0.75,23.520925,0.78,4.68
-7.600000000000001,0.725,24.2682966,0.86,5.16
-7.600000000000001,0.7,24.8555342,0.94,5.64
-7.600000000000001,0.6749999999999999,25.233963199999998,1.02,6.12
-7.600000000000001,0.6499999999999999,25.6976626,1.11,6.66
-7.600000000000001,0.625,26.0183998,1.2,7.2
-7.600000000000001,0.6,26.3035344,1.29,7.74
-7.600000000000001,0.575,26.5120556,1.39,8.34
-7.600000000000001,0.5499999999999999,26.7965326,1.49,8.94
-7.600000000000001,0.5249999999999999,27.003864200000002,1.6,9.6
-7.600000000000001,0.5,27.1833984,1.7,10.2
-7.0,1.5,4.313014800000001,0.01,0.06
-7.0,1.475,-10.927301999999997,0.01,0.06
-7.0,1.45,-10.902762000000003,0.01,0.06
-7.0,1.425,-10.867272000000003,0.01,0.06
-7.0,1.4,-10.826733999999998,0.01,0.06
-7.0,1.375,-10.745276,0.01,0.06
-7.0,1.35,-10.646756,0.01,0.06
-7.0,1.325,-10.517508,0.01,0.06
-7.0,1.3,-10.382342000000001,0.01,0.06
-7.0,1.275,-10.136778,0.01,0.06
-7.0,1.25,-9.872122000000001,0.01,0.06
-7.0,1.225,-9.558342,0.01,0.06
-7.0,1.2,-9.252289999999999,0.01,0.06
-7.0,1.175,-8.707708000000004,0.01,0.06
-7.0,1.15,-8.123059999999999,0.02,0.12
-7.0,1.125,-7.399668000000002,0.02,0.12
-7.0,1.1,-6.626398000000002,0.02,0.12
-7.0,1.075,-5.0756859999999975,0.03,0.18
-7.0,1.05,-3.092267999999997,0.04,0.24
-7.0,1.025,-0.28203599999999796,0.06,0.36
-7.0,1.0,2.5809759999999997,0.09,0.54
-7.0,0.975,6.813982000000001,0.12,0.72
-7.0,0.95,9.797824,0.17,1.02
-7.0,0.9249999999999999,12.5422094,0.24,1.44
-7.0,0.8999999999999999,14.5261748,0.3,1.8
-7.0,0.875,17.0428556,0.38,2.28
-7.0,0.85,18.77901982,0.45,2.7
-7.0,0.825,20.25869564,0.53,3.18
-7.0,0.7999999999999999,21.26617344,0.62,3.72
-7.0,0.7749999999999999,22.5966176,0.7,4.2
-7.0,0.75,23.5011574,0.78,4.68
-7.0,0.725,24.250483799999998,0.86,5.16
-7.0,0.7,24.7258236,0.94,5.64
-7.0,0.6749999999999999,25.3066858,1.02,6.12
-7.0,0.6499999999999999,25.6824434,1.11,6.66
-7.0,0.625,26.0040878,1.2,7.2
-7.0,0.6,26.2316598,1.29,7.74
-7.0,0.575,26.5501972,1.39,8.34
-7.0,0.5499999999999999,26.7823292,1.49,8.94
-7.0,0.5249999999999999,26.9912636,1.6,9.6
-7.0,0.5,27.1317948,1.7,10.2
-6.400000000000002,1.5,-3.3302628,0.01,0.06
-6.400000000000002,1.475,-10.944236,0.01,0.06
-6.400000000000002,1.45,-10.918492000000004,0.01,0.06
-6.400000000000002,1.425,-10.891116,0.01,0.06
-6.400000000000002,1.4,-10.834678000000004,0.01,0.06
-6.400000000000002,1.375,-10.764220000000002,0.01,0.06
-6.400000000000002,1.35,-10.666747999999995,0.01,0.06
-6.400000000000002,1.325,-10.564634000000002,0.01,0.06
-6.400000000000002,1.3,-10.36777,0.01,0.06
-6.400000000000002,1.275,-10.158457999999996,0.01,0.06
-6.400000000000002,1.25,-9.894870000000004,0.01,0.06
-6.400000000000002,1.225,-9.646843999999998,0.01,0.06
-6.400000000000002,1.2,-9.196082,0.01,0.06
-6.400000000000002,1.175,-8.731352000000005,0.01,0.06
-6.400000000000002,1.15,-8.148737999999998,0.02,0.12
-6.400000000000002,1.125,-7.573228,0.02,0.12
-6.400000000000002,1.1,-6.443846000000001,0.02,0.12
-6.400000000000002,1.075,-5.101967999999999,0.03,0.18
-6.400000000000002,1.05,-3.1304300000000005,0.04,0.24
-6.400000000000002,1.025,-0.9255460000000042,0.06,0.36
-6.400000000000002,1.0,3.2781299999999973,0.09,0.54
-6.400000000000002,0.975,6.765628000000001,0.12,0.72
-6.400000000000002,0.95,9.7616134,0.17,1.02
-6.400000000000002,0.9249999999999999,11.974250999999999,0.23,1.38
-6.400000000000002,0.8999999999999999,14.9824476,0.3,1.8
-6.400000000000002,0.875,17.0183128,0.37,2.22
-6.400000000000002,0.85,18.75354706,0.45,2.7
-6.400000000000002,0.825,19.94736142,0.53,3.18
-6.400000000000002,0.7999999999999999,21.48775706,0.61,3.66
-6.400000000000002,0.7749999999999999,22.57962,0.7,4.2
-6.400000000000002,0.75,23.4853012,0.78,4.68
-6.400000000000002,0.725,24.0878026,0.86,5.16
-6.400000000000002,0.7,24.8208196,0.94,5.64
-6.400000000000002,0.6749999999999999,25.2903984,1.02,6.12
-6.400000000000002,0.6499999999999999,25.6660106,1.11,6.66
-6.400000000000002,0.625,25.9242144,1.2,7.2
-6.400000000000002,0.6,26.2719138,1.29,7.74
-6.400000000000002,0.575,26.5349876,1.39,8.34
-6.400000000000002,0.5499999999999999,26.7693708,1.49,8.94
-6.400000000000002,0.5249999999999999,26.9340462,1.59,9.54
-6.400000000000002,0.5,27.1536246,1.7,10.2
-5.800000000000001,1.5,-3.3426432000000013,0.01,0.06
-5.800000000000001,1.475,-10.95795,0.01,0.06
-5.800000000000001,1.45,-10.938173999999997,0.01,0.06
-5.800000000000001,1.425,-10.899702000000001,0.01,0.06
-5.800000000000001,1.4,-10.849318,0.01,0.06
-5.800000000000001,1.375,-10.779892,0.01,0.06
-5.800000000000001,1.35,-10.702498000000002,0.01,0.06
-5.800000000000001,1.325,-10.554250000000003,0.01,0.06
-5.800000000000001,1.3,-10.384350000000001,0.01,0.06
-5.800000000000001,1.275,-10.172075999999997,0.01,0.06
-5.800000000000001,1.25,-9.961254000000004,0.01,0.06
-5.800000000000001,1.225,-9.593560000000004,0.01,0.06
-5.800000000000001,1.2,-9.207691999999998,0.01,0.06
-5.800000000000001,1.175,-8.742622,0.01,0.06
-5.800000000000001,1.15,-8.280596000000003,0.02,0.12
-5.800000000000001,1.125,-7.433493999999996,0.02,0.12
-5.800000000000001,1.1,-6.454656,0.02,0.12
-5.800000000000001,1.075,-5.117954000000001,0.03,0.18
-5.800000000000001,1.05,-3.5664879999999997,0.04,0.24
-5.800000000000001,1.025,-0.35077799999999826,0.06,0.36
-5.800000000000001,1.0,3.2536820000000013,0.09,0.54
-5.800000000000001,0.975,6.739813999999999,0.12,0.72
-5.800000000000001,0.95,9.1612498,0.17,1.02
-5.800000000000001,0.9249999999999999,12.497804,0.23,1.38
-5.800000000000001,0.8999999999999999,14.9672374,0.3,1.8
-5.800000000000001,0.875,17.0035634,0.37,2.22
-5.800000000000001,0.85,18.405997460000002,0.45,2.7
-5.800000000000001,0.825,20.22762818,0.53,3.18
-5.800000000000001,0.7999999999999999,21.48018836,0.61,3.66
-5.800000000000001,0.7749999999999999,22.5705556,0.7,4.2
-5.800000000000001,0.75,23.302811,0.78,4.68
-5.800000000000001,0.725,24.2263284,0.86,5.16
-5.800000000000001,0.7,24.8147202,0.94,5.64
-5.800000000000001,0.6749999999999999,25.285623,1.02,6.12
-5.800000000000001,0.6499999999999999,25.5880764,1.11,6.66
-5.800000000000001,0.625,25.9823516,1.2,7.2
-5.800000000000001,0.6,26.2682562,1.29,7.74
-5.800000000000001,0.575,26.532552600000002,1.39,8.34
-5.800000000000001,0.5499999999999999,26.7182506,1.49,8.94
-5.800000000000001,0.5249999999999999,26.9725448,1.59,9.54
-5.800000000000001,0.5,27.150303,1.7,10.2
-5.199999999999999,1.5,-3.3419039999999995,0.01,0.06
-5.199999999999999,1.475,-10.965086000000003,0.01,0.06
-5.199999999999999,1.45,-10.937266000000001,0.01,0.06
-5.199999999999999,1.425,-10.903643999999996,0.01,0.06
-5.199999999999999,1.4,-10.853718000000004,0.01,0.06
-5.199999999999999,1.375,-10.799336,0.01,0.06
-5.199999999999999,1.35,-10.687248,0.01,0.06
-5.199999999999999,1.325,-10.558366,0.01,0.06
-5.199999999999999,1.3,-10.389038,0.01,0.06
-5.199999999999999,1.275,-10.224139999999998,0.01,0.06
-5.199999999999999,1.25,-9.917413999999997,0.01,0.06
-5.199999999999999,1.225,-9.602774000000004,0.01,0.06
-5.199999999999999,1.2,-9.217146000000003,0.01,0.06
-5.199999999999999,1.175,-8.846758000000001,0.01,0.06
-5.199999999999999,1.15,-8.166449999999998,0.02,0.12
-5.199999999999999,1.125,-7.442208000000001,0.02,0.12
-5.199999999999999,1.1,-6.4627260000000035,0.02,0.12
-5.199999999999999,1.075,-5.407736,0.03,0.18
-5.199999999999999,1.05,-3.1532020000000003,0.04,0.24
-5.199999999999999,1.025,-0.35958800000000224,0.06,0.36
-5.199999999999999,1.0,3.231385999999997,0.09,0.54
-5.199999999999999,0.975,6.043178000000001,0.12,0.72
-5.199999999999999,0.95,9.7245784,0.17,1.02
-5.199999999999999,0.9249999999999999,12.4756558,0.23,1.38
-5.199999999999999,0.8999999999999999,14.9497068,0.3,1.8
-5.199999999999999,0.875,16.602993,0.37,2.22
-5.199999999999999,0.85,18.73377484,0.45,2.7
-5.199999999999999,0.825,20.21935758,0.53,3.18
-5.199999999999999,0.7999999999999999,21.472384560000002,0.61,3.66
-5.199999999999999,0.7749999999999999,22.3513276,0.7,4.2
-5.199999999999999,0.75,23.2958244,0.78,4.68
-5.199999999999999,0.725,24.2190202,0.86,5.16
-5.199999999999999,0.7,24.807561,0.94,5.64
-5.199999999999999,0.6749999999999999,25.186256999999998,1.02,6.12
-5.199999999999999,0.6499999999999999,25.6532814,1.11,6.66
-5.199999999999999,0.625,25.9769674,1.2,7.2
-5.199999999999999,0.6,26.263443000000002,1.29,7.74
-5.199999999999999,0.575,26.4735616,1.39,8.34
-5.199999999999999,0.5499999999999999,26.7587062,1.49,8.94
-5.199999999999999,0.5249999999999999,26.9667402,1.59,9.54
-5.199999999999999,0.5,27.1460898,1.7,10.2
-4.600000000000001,1.5,4.278893199999999,0.01,0.06
-4.600000000000001,1.475,-10.970348000000001,0.01,0.06
-4.600000000000001,1.45,-10.946946000000004,0.01,0.06
-4.600000000000001,1.425,-10.912844,0.01,0.06
-4.600000000000001,1.4,-10.872839999999997,0.01,0.06
-4.600000000000001,1.375,-10.794034000000003,0.01,0.06
-4.600000000000001,1.35,-10.695405999999998,0.01,0.06
-4.600000000000001,1.325,-10.56757,0.01,0.06
-4.600000000000001,1.3,-10.433856000000002,0.01,0.06
-4.600000000000001,1.275,-10.188696,0.01,0.06
-4.600000000000001,1.25,-9.924359999999997,0.01,0.06
-4.600000000000001,1.225,-9.609863999999998,0.01,0.06
-4.600000000000001,1.2,-9.302432000000003,0.01,0.06
-4.600000000000001,1.175,-8.754776000000003,0.01,0.06
-4.600000000000001,1.15,-8.169327999999997,0.02,0.12
-4.600000000000001,1.125,-7.44164,0.02,0.12
-4.600000000000001,1.1,-6.669419999999995,0.02,0.12
-4.600000000000001,1.075,-5.123196,0.03,0.18
-4.600000000000001,1.05,-3.151288000000001,0.04,0.24
-4.600000000000001,1.025,-0.35804199999999753,0.06,0.36
-4.600000000000001,1.0,2.490884000000001,0.09,0.54
-4.600000000000001,0.975,6.732292000000001,0.12,0.72
-4.600000000000001,0.95,9.729033,0.17,1.02
-4.600000000000001,0.9249999999999999,12.4788914,0.23,1.38
-4.600000000000001,0.8999999999999999,14.468947,0.3,1.8
-4.600000000000001,0.875,16.991932,0.37,2.22
-4.600000000000001,0.85,18.73412752,0.45,2.7
-4.600000000000001,0.825,20.21724704,0.53,3.18
-4.600000000000001,0.7999999999999999,21.22713088,0.61,3.66
-4.600000000000001,0.7749999999999999,22.559829,0.7,4.2
-4.600000000000001,0.75,23.4642964,0.78,4.68
-4.600000000000001,0.725,24.2135836,0.86,5.16
-4.600000000000001,0.7,24.6888436,0.94,5.64
-4.600000000000001,0.6749999999999999,25.2737322,1.02,6.12
-4.600000000000001,0.6499999999999999,25.651260999999998,1.1,6.6
-4.600000000000001,0.625,25.9763812,1.2,7.2
-4.600000000000001,0.6,26.2045682,1.29,7.74
-4.600000000000001,0.575,26.5255224,1.39,8.34
-4.600000000000001,0.5499999999999999,26.7577432,1.49,8.94
-4.600000000000001,0.5249999999999999,26.9674492,1.59,9.54
-4.600000000000001,0.5,27.106637,1.7,10.2
-4.0,1.5,-3.3587144,0.01,0.06
-4.0,1.475,-10.977398000000004,0.01,0.06
-4.0,1.45,-10.953055999999997,0.01,0.06
-4.0,1.425,-10.926290000000002,0.01,0.06
-4.0,1.4,-10.868824,0.01,0.06
-4.0,1.375,-10.800154000000003,0.01,0.06
-4.0,1.35,-10.702477999999996,0.01,0.06
-4.0,1.325,-10.600513999999997,0.01,0.06
-4.0,1.3,-10.403202,0.01,0.06
-4.0,1.275,-10.193102,0.01,0.06
-4.0,1.25,-9.928598000000001,0.01,0.06
-4.0,1.225,-9.677293999999996,0.01,0.06
-4.0,1.2,-9.221916,0.01,0.06
-4.0,1.175,-8.754172,0.01,0.06
-4.0,1.15,-8.167345999999998,0.02,0.12
-4.0,1.125,-7.590588000000004,0.02,0.12
-4.0,1.1,-6.458785999999996,0.02,0.12
-4.0,1.075,-5.118777999999999,0.03,0.18
-4.0,1.05,-3.1446279999999973,0.04,0.24
-4.0,1.025,-0.9420859999999962,0.06,0.36
-4.0,1.0,3.257904,0.09,0.54
-4.0,0.975,6.743536000000001,0.12,0.72
-4.0,0.95,9.7301816,0.17,1.02
-4.0,0.9249999999999999,11.9415996,0.23,1.38
-4.0,0.8999999999999999,14.9524682,0.3,1.8
-4.0,0.875,16.9927686,0.37,2.22
-4.0,0.85,18.7319797,0.45,2.7
-4.0,0.825,19.92770348,0.53,3.18
-4.0,0.7999999999999999,21.46862582,0.61,3.66
-4.0,0.7749999999999999,22.559632,0.7,4.2
-4.0,0.75,23.461757,0.78,4.68
-4.0,0.725,24.065994,0.86,5.16
-4.0,0.7,24.7992014,0.94,5.64
-4.0,0.6749999999999999,25.272509200000002,1.02,6.12
-4.0,0.6499999999999999,25.6527626,1.1,6.6
-4.0,0.625,25.9122912,1.2,7.2
-4.0,0.6,26.262849199999998,1.29,7.74
-4.0,0.575,26.5268108,1.39,8.34
-4.0,0.5499999999999999,26.7597272,1.49,8.94
-4.0,0.5249999999999999,26.9241212,1.59,9.54
-4.0,0.5,27.1421798,1.7,10.2
-3.400000000000002,1.5,-3.362743400000003,0.01,0.06
-3.400000000000002,1.475,-10.984189999999995,0.01,0.06
-3.400000000000002,1.45,-10.964300000000001,0.01,0.06
-3.400000000000002,1.425,-10.925236000000002,0.01,0.06
-3.400000000000002,1.4,-10.875177999999998,0.01,0.06
-3.400000000000002,1.375,-10.805748000000001,0.01,0.06
-3.400000000000002,1.35,-10.727474,0.01,0.06
-3.400000000000002,1.325,-10.578566000000002,0.01,0.06
-3.400000000000002,1.3,-10.407986000000001,0.01,0.06
-3.400000000000002,1.275,-10.196772,0.01,0.06
-3.400000000000002,1.25,-9.985719999999997,0.01,0.06
-3.400000000000002,1.225,-9.612676,0.01,0.06
-3.400000000000002,1.2,-9.220768,0.01,0.06
-3.400000000000002,1.175,-8.751477999999999,0.01,0.06
-3.400000000000002,1.15,-8.285911999999996,0.02,0.12
-3.400000000000002,1.125,-7.432726000000002,0.02,0.12
-3.400000000000002,1.1,-6.450440000000004,0.02,0.12
-3.400000000000002,1.075,-5.110729999999997,0.03,0.18
-3.400000000000002,1.05,-3.5544420000000017,0.04,0.24
-3.400000000000002,1.025,-0.33514799999999667,0.06,0.36
-3.400000000000002,1.0,3.269060000000003,0.09,0.54
-3.400000000000002,0.975,6.747736,0.12,0.72
-3.400000000000002,0.95,9.167096800000001,0.17,1.02
-3.400000000000002,0.9249999999999999,12.491225199999999,0.23,1.38
-3.400000000000002,0.8999999999999999,14.9572812,0.3,1.8
-3.400000000000002,0.875,16.992411999999998,0.37,2.22
-3.400000000000002,0.85,18.39648888,0.45,2.7
-3.400000000000002,0.825,20.21682246,0.53,3.18
-3.400000000000002,0.7999999999999999,21.4688716,0.61,3.66
-3.400000000000002,0.7749999999999999,22.5566848,0.7,4.2
-3.400000000000002,0.75,23.2858298,0.78,4.68
-3.400000000000002,0.725,24.2079796,0.86,5.16
-3.400000000000002,0.7,24.7991792,0.94,5.64
-3.400000000000002,0.6749999999999999,25.2726032,1.02,6.12
-3.400000000000002,0.6499999999999999,25.5798888,1.1,6.6
-3.400000000000002,0.625,25.979526,1.2,7.2
-3.400000000000002,0.6,26.267050400000002,1.29,7.74
-3.400000000000002,0.575,26.5328902,1.39,8.34
-3.400000000000002,0.5499999999999999,26.716443599999998,1.49,8.94
-3.400000000000002,0.5249999999999999,26.969576,1.59,9.54
-3.400000000000002,0.5,27.145185,1.7,10.2
-2.8000000000000007,1.5,-3.363135800000002,0.01,0.06
-2.8000000000000007,1.475,-10.991903999999998,0.01,0.06
-2.8000000000000007,1.45,-10.964436,0.01,0.06
-2.8000000000000007,1.425,-10.930034,0.01,0.06
-2.8000000000000007,1.4,-10.879130000000004,0.01,0.06
-2.8000000000000007,1.375,-10.823228,0.01,0.06
-2.8000000000000007,1.35,-10.710018000000002,0.01,0.06
-2.8000000000000007,1.325,-10.580016,0.01,0.06
-2.8000000000000007,1.3,-10.408577999999999,0.01,0.06
-2.8000000000000007,1.275,-10.240339999999996,0.01,0.06
-2.8000000000000007,1.25,-9.928426000000002,0.01,0.06
-2.8000000000000007,1.225,-9.609886,0.01,0.06
-2.8000000000000007,1.2,-9.217658,0.01,0.06
-2.8000000000000007,1.175,-8.842436,0.01,0.06
-2.8000000000000007,1.15,-8.154115999999998,0.02,0.12
-2.8000000000000007,1.125,-7.422084000000002,0.02,0.12
-2.8000000000000007,1.1,-6.438139999999997,0.02,0.12
-2.8000000000000007,1.075,-5.377958,0.03,0.18
-2.8000000000000007,1.05,-3.1134819999999976,0.04,0.24
-2.8000000000000007,1.025,-0.31876199999999955,0.06,0.36
-2.8000000000000007,1.0,3.282732000000003,0.09,0.54
-2.8000000000000007,0.975,6.082128000000001,0.12,0.72
-2.8000000000000007,0.95,9.7587386,0.17,1.02
-2.8000000000000007,0.9249999999999999,12.5008176,0.23,1.38
-2.8000000000000007,0.8999999999999999,14.9647814,0.3,1.8
-2.8000000000000007,0.875,16.6163206,0.37,2.22
-2.8000000000000007,0.85,18.40245218,0.45,2.7
-2.8000000000000007,0.825,20.22198862,0.53,3.18
-2.8000000000000007,0.7999999999999999,21.46917458,0.61,3.66
-2.8000000000000007,0.7749999999999999,22.3446946,0.7,4.2
-2.8000000000000007,0.75,23.4609256,0.78,4.68
-2.8000000000000007,0.725,24.21045,0.86,5.16
-2.8000000000000007,0.7,24.801483,0.94,5.64
-2.8000000000000007,0.6749999999999999,25.1842072,1.02,6.12
-2.8000000000000007,0.6499999999999999,25.656737800000002,1.1,6.6
-2.8000000000000007,0.625,25.9843054,1.2,7.2
-2.8000000000000007,0.6,26.2733528,1.29,7.74
-2.8000000000000007,0.575,26.4826474,1.39,8.34
-2.8000000000000007,0.5499999999999999,26.767857,1.49,8.94
-2.8000000000000007,0.5249999999999999,26.974461599999998,1.59,9.54
-2.8000000000000007,0.5,27.1502676,1.7,10.2
-2.1999999999999993,1.5,4.2686642,0.01,0.06
-2.1999999999999993,1.475,-10.993279999999999,0.01,0.06
-2.1999999999999993,1.45,-10.968376,0.01,0.06
-2.1999999999999993,1.425,-10.933637999999995,0.01,0.06
-2.1999999999999993,1.4,-10.894371999999997,0.01,0.06
-2.1999999999999993,1.375,-10.812662,0.01,0.06
-2.1999999999999993,1.35,-10.712866000000002,0.01,0.06
-2.1999999999999993,1.325,-10.582124,0.01,0.06
-2.1999999999999993,1.3,-10.445162,0.01,0.06
-2.1999999999999993,1.275,-10.195779999999996,0.01,0.06
-2.1999999999999993,1.25,-9.928078,0.01,0.06
-2.1999999999999993,1.225,-9.607848,0.01,0.06
-2.1999999999999993,1.2,-9.296054000000005,0.01,0.06
