vg1 [V],vg2 [V],det power [dBm],amp current [A],amp power [W]
1.4,0.5499999999999999,26.672753999999998,2.09,12.54
1.4,0.5249999999999999,26.7237538,2.2,13.2
1.4,0.5,26.786281600000002,2.31,13.86
1.375,1.5,-0.4584849999999996,0.01,0.06
1.375,1.475,-7.072748000000001,0.01,0.06
1.375,1.45,-6.870230000000003,0.01,0.06
1.375,1.425,-6.5760380000000005,0.01,0.06
1.375,1.4,-6.232927999999998,0.01,0.06
1.375,1.375,-5.7663319999999985,0.02,0.12
1.375,1.35,-5.217658000000004,0.02,0.12
1.375,1.325,-4.5266499999999965,0.02,0.12
1.375,1.3,-3.531036000000004,0.03,0.18
1.375,1.275,-2.458348000000001,0.03,0.18
1.375,1.25,-0.8270060000000008,0.05,0.3
1.375,1.225,1.7146360000000023,0.06,0.36
1.375,1.2,3.752186000000002,0.09,0.54
1.375,1.175,6.396226000000002,0.12,0.72
1.375,1.15,8.957876,0.16,0.96
1.375,1.125,11.838036800000001,0.21,1.26
1.375,1.1,13.4308284,0.26,1.56
1.375,1.075,15.1563446,0.32,1.92
1.375,1.05,16.6582172,0.38,2.28
1.375,1.025,18.0117452,0.44,2.64
1.375,1.0,19.0867532,0.51,3.06
1.375,0.975,20.11437332,0.57,3.42
1.375,0.95,21.07900738,0.64,3.84
1.375,0.9249999999999999,21.8218364,0.71,4.26
1.375,0.8999999999999999,22.547126,0.79,4.74
1.375,0.875,23.166458,0.86,5.16
1.375,0.85,23.7493598,0.94,5.64
1.375,0.825,24.1753692,1.02,6.12
1.375,0.7999999999999999,24.5706562,1.1,6.6
1.375,0.7749999999999999,24.924759,1.19,7.14
1.375,0.75,25.2272544,1.27,7.62
1.375,0.725,25.5069904,1.36,8.16
1.375,0.7,25.7566152,1.46,8.76
1.375,0.6749999999999999,25.9546162,1.56,9.36
1.375,0.6499999999999999,26.1657372,1.66,9.96
1.375,0.625,26.315396,1.76,10.56
1.375,0.6,26.446943400000002,1.87,11.22
1.375,0.575,26.5339892,1.98,11.88
1.375,0.5499999999999999,26.6493236,2.09,12.54
1.375,0.5249999999999999,26.72628,2.2,13.2
1.375,0.5,26.784401,2.31,13.86
1.35,1.5,-0.4572426000000007,0.01,0.06
1.35,1.475,-7.113082000000002,0.01,0.06
1.35,1.45,-6.886312000000004,0.01,0.06
1.35,1.425,-6.514448000000005,0.01,0.06
1.35,1.4,-6.2066699999999955,0.01,0.06
1.35,1.375,-5.764621999999996,0.02,0.12
1.35,1.35,-5.330152000000002,0.02,0.12
1.35,1.325,-4.3818879999999965,0.02,0.12
1.35,1.3,-3.649390000000004,0.03,0.18
1.35,1.275,-2.458902000000002,0.03,0.18
1.35,1.25,-1.1735559999999978,0.05,0.3
1.35,1.225,1.700523999999998,0.06,0.36
1.35,1.2,3.754608000000001,0.09,0.54
1.35,1.175,5.863324,0.12,0.72
1.35,1.15,9.466982,0.16,0.96
1.35,1.125,11.3551614,0.21,1.26
1.35,1.1,13.427719,0.26,1.56
1.35,1.075,14.8160734,0.32,1.92
1.35,1.05,16.6553146,0.38,2.28
1.35,1.025,17.9421928,0.44,2.64
1.35,1.0,19.08856188,0.51,3.06
1.35,0.975,19.91067642,0.57,3.42
1.35,0.95,21.00949102,0.64,3.84
1.35,0.9249999999999999,21.8226586,0.71,4.26
1.35,0.8999999999999999,22.4046122,0.79,4.74
1.35,0.875,23.167143,0.86,5.16
1.35,0.85,23.71021,0.94,5.64
1.35,0.825,24.0842632,1.02,6.12
1.35,0.7999999999999999,24.5694208,1.1,6.6
1.35,0.7749999999999999,24.9203384,1.18,7.08
1.35,0.75,25.1655832,1.27,7.62
1.35,0.725,25.5639848,1.37,8.22
1.35,0.7,25.7578764,1.46,8.76
1.35,0.6749999999999999,25.972842,1.56,9.36
1.35,0.6499999999999999,26.1203994,1.66,9.96
1.35,0.625,26.316791000000002,1.76,10.56
1.35,0.6,26.4459182,1.87,11.22
1.35,0.575,26.5367972,1.98,11.88
1.35,0.5499999999999999,26.649960800000002,2.09,12.54
1.35,0.5249999999999999,26.7256516,2.2,13.2
1.35,0.5,26.7892318,2.31,13.86
1.325,1.5,6.358231,0.01,0.06
1.325,1.475,-7.068424,0.01,0.06
1.325,1.45,-6.867684000000004,0.01,0.06
1.325,1.425,-6.573781999999994,0.01,0.06
1.325,1.4,-6.282436000000001,0.01,0.06
1.325,1.375,-5.758683999999999,0.02,0.12
1.325,1.35,-5.2137519999999995,0.02,0.12
1.325,1.325,-4.521812000000001,0.02,0.12
1.325,1.3,-3.4582499999999996,0.03,0.18
1.325,1.275,-2.4533520000000024,0.03,0.18
1.325,1.25,-0.8209560000000025,0.05,0.3
1.325,1.225,1.2679280000000013,0.06,0.36
1.325,1.2,3.9675879999999992,0.09,0.54
1.325,1.175,6.407901999999998,0.12,0.72
1.325,1.15,8.96563,0.16,0.96
1.325,1.125,11.2948628,0.21,1.26
1.325,1.1,13.422977,0.26,1.56
1.325,1.075,15.153263599999999,0.32,1.92
1.325,1.05,16.6556914,0.38,2.28
1.325,1.025,17.7442842,0.44,2.64
1.325,1.0,19.31387772,0.51,3.06
1.325,0.975,20.11221932,0.57,3.42
1.325,0.95,21.01301096,0.64,3.84
1.325,0.9249999999999999,21.8232746,0.71,4.26
1.325,0.8999999999999999,22.6890814,0.79,4.74
1.325,0.875,23.1642984,0.86,5.16
1.325,0.85,23.708088,0.94,5.64
1.325,0.825,24.1755378,1.02,6.12
1.325,0.7999999999999999,24.6528088,1.1,6.6
1.325,0.7749999999999999,24.9197898,1.19,7.14
1.325,0.75,25.228932,1.27,7.62
1.325,0.725,25.5104482,1.36,8.16
1.325,0.7,25.756923999999998,1.46,8.76
1.325,0.6749999999999999,25.972257,1.56,9.36
1.325,0.6499999999999999,26.159126399999998,1.66,9.96
1.325,0.625,26.296650800000002,1.76,10.56
1.325,0.6,26.448202000000002,1.87,11.22
1.325,0.575,26.5601054,1.98,11.88
1.325,0.5499999999999999,26.6529464,2.09,12.54
1.325,0.5249999999999999,26.729722799999998,2.2,13.2
1.325,0.5,26.8070876,2.31,13.86
1.3,1.5,-0.4547950000000007,0.01,0.06
1.3,1.475,-7.110354000000001,0.01,0.06
1.3,1.45,-6.867365999999997,0.01,0.06
1.3,1.425,-6.511970000000002,0.01,0.06
1.3,1.4,-6.203578,0.01,0.06
1.3,1.375,-5.762310000000003,0.02,0.12
1.3,1.35,-5.212911999999999,0.02,0.12
1.3,1.325,-4.374869999999998,0.02,0.12
1.3,1.3,-3.644464000000003,0.03,0.18
1.3,1.275,-2.4540780000000026,0.03,0.18
1.3,1.25,-0.819148000000002,0.05,0.3
1.3,1.225,1.6757959999999983,0.06,0.36
1.3,1.2,3.7579320000000003,0.09,0.54
1.3,1.175,6.406803999999999,0.12,0.72
1.3,1.15,8.962686,0.16,0.96
1.3,1.125,11.510388599999999,0.21,1.26
1.3,1.1,13.431020799999999,0.26,1.56
1.3,1.075,15.1591694,0.32,1.92
1.3,1.05,16.6606398,0.38,2.28
1.3,1.025,18.0472038,0.44,2.64
1.3,1.0,19.0899182,0.51,3.06
1.3,0.975,20.11668682,0.57,3.42
1.3,0.95,21.00811728,0.64,3.84
1.3,0.9249999999999999,21.8240122,0.71,4.26
1.3,0.8999999999999999,22.5494676,0.79,4.74
1.3,0.875,23.1690198,0.86,5.16
1.3,0.85,23.604875,0.94,5.64
1.3,0.825,24.1772122,1.02,6.12
1.3,0.7999999999999999,24.5728082,1.1,6.6
1.3,0.7749999999999999,24.9063476,1.19,7.14
1.3,0.75,25.2315654,1.27,7.62
1.3,0.725,25.5091908,1.36,8.16
1.3,0.7,25.7603814,1.46,8.76
1.3,0.6749999999999999,25.9739116,1.56,9.36
1.3,0.6499999999999999,26.1589096,1.66,9.96
1.3,0.625,26.319917,1.76,10.56
1.3,0.6,26.4519084,1.87,11.22
1.3,0.575,26.5658196,1.98,11.88
1.3,0.5499999999999999,26.652489199999998,2.09,12.54
1.3,0.5249999999999999,26.7298916,2.2,13.2
1.3,0.5,26.7881936,2.31,13.86
1.275,1.5,-0.45299739999999744,0.01,0.06
1.275,1.475,-7.108542,0.01,0.06
1.275,1.45,-6.865084000000003,0.01,0.06
1.275,1.425,-6.632366000000001,0.01,0.06
1.275,1.4,-6.203412000000004,0.01,0.06
1.275,1.375,-5.761621999999999,0.02,0.12
1.275,1.35,-5.327896000000003,0.02,0.12
1.275,1.325,-4.378397999999997,0.02,0.12
1.275,1.3,-3.6450759999999995,0.03,0.18
1.275,1.275,-2.454915999999997,0.03,0.18
1.275,1.25,-1.1699100000000016,0.05,0.3
1.275,1.225,1.2669379999999997,0.06,0.36
1.275,1.2,3.762526000000001,0.09,0.54
1.275,1.175,5.870392000000001,0.12,0.72
1.275,1.15,8.959988,0.16,0.96
1.275,1.125,11.355628399999999,0.21,1.26
1.275,1.1,13.4258752,0.26,1.56
1.275,1.075,14.815286799999999,0.32,1.92
1.275,1.05,16.94311,0.38,2.28
1.275,1.025,17.9403348,0.44,2.64
1.275,1.0,19.08697776,0.51,3.06
1.275,0.975,20.11167792,0.57,3.42
1.275,0.95,21.1844014,0.64,3.84
1.275,0.9249999999999999,21.8222008,0.71,4.26
1.275,0.8999999999999999,22.547028,0.79,4.74
1.275,0.875,23.2868878,0.86,5.16
1.275,0.85,23.7097466,0.94,5.64
1.275,0.825,24.1765018,1.02,6.12
1.275,0.7999999999999999,24.647885799999997,1.1,6.6
1.275,0.7749999999999999,24.9209822,1.19,7.14
1.275,0.75,25.2290476,1.27,7.62
1.275,0.725,25.508869400000002,1.36,8.16
1.275,0.7,25.808542,1.46,8.76
1.275,0.6749999999999999,25.9728064,1.56,9.36
1.275,0.6499999999999999,26.1599152,1.66,9.96
1.275,0.625,26.3524158,1.76,10.56
1.275,0.6,26.4485,1.87,11.22
1.275,0.575,26.5601452,1.98,11.88
1.275,0.5499999999999999,26.6332856,2.09,12.54
1.275,0.5249999999999999,26.7282868,2.2,13.2
1.275,0.5,26.792009,2.31,13.86
1.25,1.5,-0.45273180000000224,0.01,0.06
1.25,1.475,-7.067318,0.01,0.06
1.25,1.45,-6.864870000000003,0.01,0.06
1.25,1.425,-6.570532000000004,0.01,0.06
1.25,1.4,-6.125556,0.02,0.12
1.25,1.375,-5.759746,0.02,0.12
1.25,1.35,-5.210090000000001,0.02,0.12
1.25,1.325,-4.518818,0.02,0.12
1.25,1.3,-3.459489999999999,0.03,0.18
1.25,1.275,-2.4507099999999973,0.03,0.18
1.25,1.25,-0.816746000000002,0.05,0.3
1.25,1.225,1.2675659999999986,0.06,0.36
1.25,1.2,4.291687999999999,0.09,0.54
1.25,1.175,6.401946000000001,0.12,0.72
1.25,1.15,8.965468,0.16,0.96
1.25,1.125,11.355296999999998,0.21,1.26
1.25,1.1,13.492375200000001,0.26,1.56
1.25,1.075,15.156279399999999,0.32,1.92
1.25,1.05,16.6538304,0.38,2.28
1.25,1.025,17.9414122,0.44,2.64
1.25,1.0,19.26565948,0.51,3.06
1.25,0.975,20.1107161,0.57,3.42
1.25,0.95,21.0088808,0.64,3.84
1.25,0.9249999999999999,21.8216676,0.71,4.26
1.25,0.8999999999999999,22.6395184,0.79,4.74
1.25,0.875,23.1663514,0.86,5.16
1.25,0.85,23.7091364,0.94,5.64
1.25,0.825,24.1650778,1.02,6.12
1.25,0.7999999999999999,24.576269,1.1,6.6
1.25,0.7749999999999999,24.918891600000002,1.19,7.14
1.25,0.75,25.228117400000002,1.27,7.62
1.25,0.725,25.4997282,1.36,8.16
1.25,0.7,25.7566222,1.46,8.76
1.25,0.6749999999999999,25.9730302,1.56,9.36
1.25,0.6499999999999999,26.1461882,1.66,9.96
1.25,0.625,26.3239352,1.76,10.56
1.25,0.6,26.447592,1.87,11.22
1.25,0.575,26.5604116,1.98,11.88
1.25,0.5499999999999999,26.658981,2.09,12.54
1.25,0.5249999999999999,26.7276388,2.19,13.14
1.25,0.5,26.7911754,2.31,13.86
1.225,1.5,-0.4513713999999993,0.01,0.06
1.225,1.475,-7.112378,0.01,0.06
1.225,1.45,-6.862925999999998,0.01,0.06
1.225,1.425,-6.568186000000004,0.01,0.06
1.225,1.4,-6.214297999999996,0.02,0.12
1.225,1.375,-5.758694000000002,0.02,0.12
1.225,1.35,-5.208482,0.02,0.12
1.225,1.325,-4.517582000000001,0.02,0.12
1.225,1.3,-3.8257759999999976,0.03,0.18
1.225,1.275,-2.200108,0.03,0.18
1.225,1.25,-0.8167060000000035,0.05,0.3
1.225,1.225,1.274875999999999,0.06,0.36
1.225,1.2,3.247674,0.09,0.54
1.225,1.175,6.408341999999999,0.12,0.72
1.225,1.15,8.970831999999998,0.16,0.96
1.225,1.125,11.268116000000001,0.21,1.26
1.225,1.1,13.829409400000001,0.26,1.56
1.225,1.075,15.155529999999999,0.32,1.92
1.225,1.05,16.6564608,0.38,2.28
1.225,1.025,17.6871252,0.44,2.64
1.225,1.0,19.3133472,0.51,3.06
1.225,0.975,20.11301712,0.57,3.42
1.225,0.95,20.83410036,0.64,3.84
1.225,0.9249999999999999,21.98232,0.71,4.26
1.225,0.8999999999999999,22.5475794,0.79,4.74
1.225,0.875,23.1672802,0.86,5.16
1.225,0.85,23.6028678,0.94,5.64
1.225,0.825,24.175235999999998,1.02,6.12
1.225,0.7999999999999999,24.57046,1.1,6.6
1.225,0.7749999999999999,24.8504238,1.19,7.14
1.225,0.75,25.2899654,1.27,7.62
1.225,0.725,25.508151599999998,1.36,8.16
1.225,0.7,25.758225799999998,1.46,8.76
1.225,0.6749999999999999,25.9742276,1.56,9.36
1.225,0.6499999999999999,26.20198,1.66,9.96
1.225,0.625,26.3196126,1.76,10.56
1.225,0.6,26.4509776,1.87,11.22
1.225,0.575,26.5871884,1.98,11.88
1.225,0.5499999999999999,26.6537658,2.09,12.54
1.225,0.5249999999999999,26.730648600000002,2.2,13.2
1.225,0.5,26.7949264,2.31,13.86
1.2,1.5,-7.262295999999999,0.01,0.06
1.2,1.475,-7.1047759999999975,0.01,0.06
1.2,1.45,-6.861563999999998,0.01,0.06
1.2,1.425,-6.567512000000001,0.01,0.06
1.2,1.4,-6.122697999999996,0.02,0.12
1.2,1.375,-5.756490000000003,0.02,0.12
1.2,1.35,-5.2071419999999975,0.02,0.12
1.2,1.325,-4.517469999999996,0.02,0.12
1.2,1.3,-3.491606000000001,0.03,0.18
1.2,1.275,-2.4496360000000017,0.04,0.24
1.2,1.25,-0.8151200000000003,0.05,0.3
1.2,1.225,1.2671840000000003,0.06,0.36
1.2,1.2,4.272208000000001,0.09,0.54
1.2,1.175,6.407246000000001,0.12,0.72
1.2,1.15,8.968364,0.16,0.96
1.2,1.125,11.8533084,0.21,1.26
1.2,1.1,13.429166799999999,0.27,1.62
1.2,1.075,15.155403,0.32,1.92
1.2,1.05,16.6540394,0.38,2.28
1.2,1.025,18.1612112,0.44,2.64
1.2,1.0,19.0860049,0.51,3.06
1.2,0.975,20.1118701,0.57,3.42
1.2,0.95,20.9601164,0.64,3.84
1.2,0.9249999999999999,21.8195288,0.71,4.26
1.2,0.8999999999999999,22.5455034,0.79,4.74
1.2,0.875,23.1663254,0.86,5.16
1.2,0.85,23.7399914,0.94,5.64
1.2,0.825,24.1734466,1.02,6.12
1.2,0.7999999999999999,24.568789600000002,1.1,6.6
1.2,0.7749999999999999,24.9205306,1.19,7.14
1.2,0.75,25.254457199999997,1.27,7.62
1.2,0.725,25.507610800000002,1.36,8.16
1.2,0.7,25.7586786,1.46,8.76
1.2,0.6749999999999999,26.0197632,1.56,9.36
1.2,0.6499999999999999,26.1598308,1.66,9.96
1.2,0.625,26.3183442,1.76,10.56
1.2,0.6,26.4516986,1.87,11.22
1.2,0.575,26.5869874,1.98,11.88
1.2,0.5499999999999999,26.6539704,2.09,12.54
1.2,0.5249999999999999,26.7314934,2.2,13.2
1.2,0.5,26.8113162,2.31,13.86
1.175,1.5,-0.4513147999999987,0.01,0.06
1.175,1.475,-7.106633999999996,0.01,0.06
1.175,1.45,-6.864077999999999,0.01,0.06
1.175,1.425,-6.546681999999997,0.01,0.06
1.175,1.4,-6.200396000000001,0.02,0.12
1.175,1.375,-5.759352,0.02,0.12
1.175,1.35,-5.211041999999999,0.02,0.12
1.175,1.325,-4.502444000000004,0.02,0.12
1.175,1.3,-3.6448940000000007,0.03,0.18
1.175,1.275,-2.452542000000001,0.04,0.24
1.175,1.25,-0.8028679999999966,0.05,0.3
1.175,1.225,1.269954000000002,0.06,0.36
1.175,1.2,3.761569999999999,0.09,0.54
1.175,1.175,6.358343999999999,0.12,0.72
1.175,1.15,8.958450000000001,0.16,0.96
1.175,1.125,11.359987,0.21,1.26
1.175,1.1,13.4296322,0.26,1.56
1.175,1.075,14.8253448,0.32,1.92
1.175,1.05,16.9478544,0.38,2.28
1.175,1.025,17.9422026,0.44,2.64
1.175,1.0,19.08899556,0.51,3.06
1.175,0.975,19.9105033,0.57,3.42
1.175,0.95,21.0096416,0.64,3.84
1.175,0.9249999999999999,21.821584,0.71,4.26
1.175,0.8999999999999999,22.5473004,0.79,4.74
1.175,0.875,23.0442536,0.86,5.16
1.175,0.85,23.707507,0.94,5.64
1.175,0.825,24.1743612,1.02,6.12
1.175,0.7999999999999999,24.4921602,1.1,6.6
1.175,0.7749999999999999,24.990678799999998,1.19,7.14
1.175,0.75,25.2276876,1.27,7.62
1.175,0.725,25.509225,1.37,8.22
1.175,0.7,25.7592934,1.46,8.76
1.175,0.6749999999999999,26.019054,1.56,9.36
1.175,0.6499999999999999,26.1602248,1.66,9.96
1.175,0.625,26.3195588,1.76,10.56
1.175,0.6,26.4509208,1.87,11.22
1.175,0.575,26.5860118,1.98,11.88
1.175,0.5499999999999999,26.6534048,2.09,12.54
1.175,0.5249999999999999,26.7299302,2.2,13.2
1.175,0.5,26.7959602,2.31,13.86
1.15,1.5,-7.248982000000002,0.01,0.06
1.15,1.475,-7.103816000000002,0.01,0.06
1.15,1.45,-6.861277999999999,0.01,0.06
1.15,1.425,-6.567844000000001,0.01,0.06
